"Protein ID","Protein Description (TAIR10)","Gene name","Subcellular localisation marker (known localisation)","PepNumber_Gradient A","PepNumber_Gradient B","misssing_values_Gradient A","misssing_values_Gradient B",A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10
AT3G18190,"TCP-1/cpn60 chaperonin family protein; FUNCTIONS IN: unfolded protein binding, ATP binding; INVOLVED IN: response to cadmium ion; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Chaperonin Cpn60/TCP-1 (InterPro:IPR002423), Chaperone, tailless complex polypeptide 1 (InterPro:IPR017998), Chaperonin TCP-1, conserved site (InterPro:IPR002194), T-complex protein 1, delta subunit (InterPro:IPR012717); BEST Arabidopsis thaliana protein match is: TCP-1/cpn60 chaperonin family protein (TAIR:AT1G24510.1); Has 19273 Blast hits to 19203 proteins in 3973 species: Archae - 808; Bacteria - 9512; Metazoa - 2051; Fungi - 1477; Plants - 841; Viruses - 2; Other Eukaryotes - 4582 (source: NCBI BLink)."," "," ",14,17,0,0,0.08698243,0.085157369,0.101372006,0.127074149,0.115615926,0.111493866,0.099200142,0.090082892,0.078477596,0.104543623,0.089354138,0.077680774,0.088080423,0.094315888,0.09391003,0.100871039,0.137026619,0.098779743,0.096063923,0.123917423
AT3G43190,"Encodes a protein with sucrose synthase activity (SUS4).","SUCROSE SYNTHASE 4 (SUS4)"," ",12,11,0,0,0.149749906,0.136593162,0.131343348,0.068860039,0.061575977,0.062645032,0.105196301,0.068606377,0.123330708,0.092099149,0.179466775,0.111054723,0.081512683,0.065695547,0.056961213,0.060670956,0.100573984,0.151448427,0.103536403,0.089079289
AT2G44100,"GDP dissociation inhibitor involved in vesicular membrane traffic","GUANOSINE NUCLEOTIDE DIPHOSPHATE DISSOCIATION INHIBITOR 1 (GDI1)"," ",4,4,0,0,0.067255592,0.084967319,0.079099595,0.069729723,0.07749084,0.098910597,0.170859639,0.138273762,0.09986539,0.113547545,0.090068008,0.054899069,0.044921113,0.064723135,0.073482627,0.055447753,0.210030396,0.106204004,0.142726735,0.15749716
AT5G20890,"TCP-1/cpn60 chaperonin family protein; FUNCTIONS IN: unfolded protein binding, ATP binding; INVOLVED IN: protein folding, cellular protein metabolic process; LOCATED IN: anchored to plasma membrane, cell wall; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Chaperonin Cpn60/TCP-1 (InterPro:IPR002423), Chaperone, tailless complex polypeptide 1 (InterPro:IPR017998), T-complex protein 1, beta subunit (InterPro:IPR012716), Chaperonin TCP-1, conserved site (InterPro:IPR002194); BEST Arabidopsis thaliana protein match is: TCP-1/cpn60 chaperonin family protein (TAIR:AT3G11830.1); Has 19831 Blast hits to 19435 proteins in 3922 species: Archae - 807; Bacteria - 9602; Metazoa - 2181; Fungi - 1427; Plants - 861; Viruses - 0; Other Eukaryotes - 4953 (source: NCBI BLink)."," "," ",14,16,0,0,0.058182519,0.034880158,0.060417464,0.071146812,0.081778075,0.101604874,0.138697002,0.126628791,0.180992454,0.145671851,0.051067747,0.048587621,0.061422496,0.072626092,0.091232562,0.091238077,0.170981209,0.131959908,0.141159955,0.139724333
AT1G48030,"Encodes a mitochondrial lipoamide dehydrogenase whose expression is induced by light.","MITOCHONDRIAL LIPOAMIDE DEHYDROGENASE 1 (mtLPD1)"," ",8,9,0,0,0.033957483,0.046432133,0.067860318,0.082192261,0.108910701,0.122944574,0.121768428,0.186337778,0.107574283,0.122022043,0.026946485,0.040421931,0.049747928,0.066248131,0.071790973,0.104957245,0.177274883,0.158349085,0.171439385,0.132823954
AT5G20500,"Glutaredoxin family protein; FUNCTIONS IN: electron carrier activity, arsenate reductase (glutaredoxin) activity, protein disulfide oxidoreductase activity; INVOLVED IN: cell redox homeostasis; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Glutaredoxin (InterPro:IPR002109), Glutaredoxin active site (InterPro:IPR011767), Glutaredoxin, eukaryotic/virial (InterPro:IPR011899), Glutaredoxin subgroup (InterPro:IPR014025), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: Glutaredoxin family protein (TAIR:AT1G77370.1); Has 5770 Blast hits to 5765 proteins in 1222 species: Archae - 22; Bacteria - 2763; Metazoa - 448; Fungi - 348; Plants - 743; Viruses - 110; Other Eukaryotes - 1336 (source: NCBI BLink)."," "," ",2,2,0,0,0.152768706,0.182590449,0.156789188,0.13489313,0.099916296,0.077109081,0.057353543,0.047068539,0.047379722,0.044131344,0.107878737,0.15265727,0.160817669,0.123960981,0.104295782,0.083527369,0.128164431,0.039202519,0.048518869,0.050976373
AT1G22280,"Encodes a phytochrome-associated protein, PAPP2C (phytochrome-associated protein phosphatase type 2C).  PAPP2C interacts in the nucleus with phyA (phytochrome A) and phyB.  Functions as a regulator of phytochrome-interacting factor PIF3 by dephosphorylating phytochromes in the nucleus.","PHYTOCHROME-ASSOCIATED PROTEIN PHOSPHATASE TYPE 2C (PAPP2C)"," ",10,10,0,0,0.121579345,0.163585085,0.139700563,0.136130365,0.119882879,0.102358106,0.064545114,0.058253102,0.056641321,0.03732412,0.116055306,0.123876237,0.119709813,0.122592634,0.111675899,0.092375951,0.09961753,0.078877779,0.053494718,0.081724132
AT3G02875,"Hydrolyzes amino acid conjugates of the plant growth regulator indole-3-acetic acid (IAA), including IAA-Leu and IAA-Phe. Uses Mg and Co ions as cofactors.","IAA-LEUCINE RESISTANT 1 (ILR1)"," ",10,8,0,0,0.191330024,0.164512427,0.151085951,0.124691664,0.096716424,0.081183511,0.050103992,0.043262993,0.042023021,0.055089994,0.183814314,0.161844092,0.137222343,0.114872102,0.093290129,0.077097226,0.095544192,0.052021374,0.041782192,0.042512036
AT5G46540,"P-glycoprotein  7 (PGP7); FUNCTIONS IN: ATPase activity, coupled to transmembrane movement of substances; INVOLVED IN: transport, transmembrane transport; LOCATED IN: integral to membrane; EXPRESSED IN: 8 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: ATPase, AAA+ type, core (InterPro:IPR003593), ABC transporter-like (InterPro:IPR003439), ABC transporter, transmembrane domain, type 1 (InterPro:IPR011527), ABC transporter integral membrane type 1 (InterPro:IPR017940), ABC transporter, transmembrane domain (InterPro:IPR001140), ABC transporter, conserved site (InterPro:IPR017871); BEST Arabidopsis thaliana protein match is: P-glycoprotein  9 (TAIR:AT4G18050.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).","ATP-BINDING CASSETTE B7 (ABCB7)"," ",3,3,0,0,0.061668282,0.069609421,0.097065614,0.11379043,0.128007882,0.09425,0.147717157,0.102136738,0.075467395,0.11028708,0.152299311,0.045179949,0.120713144,0.051321446,0.044877324,0.037232822,0.200562247,0.113571973,0.110133836,0.124107949
AT2G32670,"member of Synaptobrevin -like protein family","VESICLE-ASSOCIATED MEMBRANE PROTEIN 725 (VAMP725)"," ",2,2,0,0,0.046253231,0.035528501,0.033706806,0.04597397,0.050660577,0.099796279,0.164316076,0.166545685,0.198701573,0.158517301,0.038213456,0.028250276,0.026160851,0.036444975,0.053375658,0.072254628,0.276014822,0.10729606,0.197116628,0.164872646
AT5G37740,"Calcium-dependent lipid-binding (CaLB domain) family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: C2 membrane targeting protein (InterPro:IPR018029), C2 calcium/lipid-binding domain, CaLB (InterPro:IPR008973), C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: Calcium-dependent lipid-binding (CaLB domain) family protein (TAIR:AT1G66360.1)."," "," ",6,6,0,0,0.161354037,0.173510319,0.132263839,0.152166597,0.092568161,0.114879088,0.054403371,0.033054546,0.036980091,0.048819952,0.130392513,0.154847931,0.126657944,0.135032741,0.109127957,0.083115488,0.138995432,0.050593053,0.032550431,0.038686508
AT1G65020,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endoplasmic reticulum, plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: NERD (InterPro:IPR011528); Has 69 Blast hits to 69 proteins in 27 species: Archae - 0; Bacteria - 18; Metazoa - 8; Fungi - 0; Plants - 36; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink)."," "," ",10,11,0,0,0.131414692,0.127497186,0.155613318,0.11894638,0.11317706,0.097351439,0.074725789,0.06136662,0.062604465,0.05730305,0.11347751,0.121194313,0.114339966,0.108429517,0.093928559,0.082712349,0.128806064,0.087774662,0.085893652,0.063443409
AT3G54300,"Encodes a member of Synaptobrevin -like protein family. VAMP727 is a R-SNARE and interacts with SYP22/VTI11/SYP51. It is required for trafficking of storage proteins to the protein storage vacuoles (PSV) and also for PSV organization and biogenesis. Loss of function mutations have no phenotype but double mutants with SYP22 are embryo lethal.","VESICLE-ASSOCIATED MEMBRANE PROTEIN 727 (VAMP727)"," ",7,5,0,0,0.049823506,0.085258436,0.16819517,0.151748875,0.169221334,0.157189281,0.067457149,0.053307502,0.056624932,0.041173815,0.050211881,0.06483529,0.089557112,0.154027017,0.203034543,0.172263695,0.050136947,0.098095801,0.070175728,0.047661985
AT4G37640,"Encodes a calmodulin-regulated Ca(2+)-pump located in the endoplasmic reticulum.  Belongs to plant 2B ATPase's with an N-terminal autoinhibitor.","CALCIUM ATPASE 2 (ACA2)",ER,9,12,0,0,0.129586858,0.142607417,0.161180895,0.137649724,0.109666906,0.105535847,0.060306876,0.058374223,0.047108226,0.047983028,0.110405783,0.135888455,0.147768353,0.130660079,0.11137488,0.102229788,0.091569833,0.071660766,0.053467555,0.044974509
AT5G56660,"encodes IAA-amino acid hydrolase that has a broad range of substrate specificity. It is most active on IAA-Ala among the IAA-conjugate hydrolases tested.","IAA-LEUCINE RESISTANT (ILR)-LIKE 2 (ILL2)"," ",6,6,0,0,0.173771024,0.197775484,0.164879208,0.132222636,0.096303284,0.078634161,0.04322603,0.040263012,0.039167206,0.033757955,0.168669282,0.176059148,0.147030044,0.127237106,0.092180052,0.085063756,0.077591655,0.05942756,0.036086173,0.030655224
AT5G26830,"Encodes a dual-targeted threonyl-tRNA synthetase found in both the chloroplast and mitochondrion."," "," ",20,22,0,0,0.046556798,0.0593127,0.074709007,0.087894038,0.103270874,0.118777691,0.121119849,0.125779292,0.125250528,0.137329223,0.048547232,0.058954783,0.071845288,0.081943887,0.096357703,0.105246416,0.11752097,0.144226902,0.134737983,0.140618837
AT5G50850,"MACCI-BOU (MAB1); FUNCTIONS IN: pyruvate dehydrogenase (acetyl-transferring) activity, catalytic activity; INVOLVED IN: defense response to bacterium; LOCATED IN: mitochondrion, nucleolus, plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 17 growth stages; CONTAINS InterPro DOMAIN/s: Transketolase, C-terminal (InterPro:IPR005476), Transketolase-like, C-terminal (InterPro:IPR015941), Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II (InterPro:IPR009014), Transketolase-like, pyrimidine-binding domain (InterPro:IPR005475); BEST Arabidopsis thaliana protein match is: pyruvate dehydrogenase E1 beta (TAIR:AT1G30120.1); Has 17839 Blast hits to 17830 proteins in 2804 species: Archae - 215; Bacteria - 11375; Metazoa - 619; Fungi - 227; Plants - 405; Viruses - 0; Other Eukaryotes - 4998 (source: NCBI BLink).","MACCI-BOU (MAB1)"," ",8,8,0,0,0.039180659,0.046823192,0.060603712,0.075381221,0.085715318,0.101228467,0.12771642,0.15631566,0.15633676,0.150698591,0.035528314,0.04493439,0.058232339,0.06437759,0.083764666,0.087738294,0.153388857,0.151542859,0.143128344,0.177364347
AT3G14610,"putative cytochrome P450","CYTOCHROME P450, FAMILY 72, SUBFAMILY A, POLYPEPTIDE 7 (CYP72A7)"," ",11,12,0,0,0.149212662,0.16490979,0.14998675,0.112703802,0.094181144,0.092071132,0.054446979,0.067415886,0.061315784,0.053756071,0.083872265,0.12675953,0.144045756,0.136232454,0.116011659,0.09413988,0.144614597,0.036566473,0.052145428,0.065611958
AT2G16060,"Encodes a class 1 nonsymbiotic hemoglobin induced by low oxygen levels with very high oxygen affinity.  It is not likely to be a hemoglobin transporter because of its extremely high affinity for oxygen.  Overexpression impairs cold stress-induced nitric oxide (NO) production.","HEMOGLOBIN 1 (HB1)"," ",7,7,0,0,0.061485053,0.070433633,0.072711352,0.100699463,0.084839169,0.095348371,0.126531538,0.126314319,0.130496053,0.13114105,0.061265756,0.088220739,0.097133846,0.105963967,0.101779505,0.089104194,0.110317636,0.118954853,0.130320217,0.096939286
AT3G11930,"Adenine nucleotide alpha hydrolases-like superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to stress; LOCATED IN: cellular_component unknown; EXPRESSED IN: 18 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: UspA (InterPro:IPR006016), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), Universal stress protein A (InterPro:IPR006015); BEST Arabidopsis thaliana protein match is: Adenine nucleotide alpha hydrolases-like superfamily protein (TAIR:AT3G58450.1); Has 1302 Blast hits to 1300 proteins in 219 species: Archae - 85; Bacteria - 399; Metazoa - 112; Fungi - 0; Plants - 685; Viruses - 0; Other Eukaryotes - 21 (source: NCBI BLink)."," "," ",4,4,0,1,0.154897985,0.139268892,0.092992747,0.097340231,0.078855811,0.080823898,0.099712485,0.088465408,0.084001152,0.083641391,0.181583961,0.15809255,0.135374075,0.127496733,0.094723755,0.085396815,0,0.071016238,0.078764358,0.067551515
AT3G06300,"Encodes a prolyl-4 hydroxylase that can hydroxylate poly(L-proline)and other proline rich peptides, including those with sequences corresponding to those in arabinogalactan proteins and extensins.","PROLYL 4-HYDROXYLASE 2 (P4H2)"," ",6,7,0,0,0.087254378,0.113798851,0.174441168,0.114386203,0.086533474,0.117121537,0.122260021,0.065487992,0.059912097,0.058804279,0.089520552,0.123131026,0.124087729,0.122608804,0.101278,0.09491419,0.101433383,0.065242331,0.078843135,0.09894085
AT4G30210,"Encodes NADPH-cytochrome P450 reductase that catalyzes the first oxidative step of the phenylpropanoid general pathway.","P450 REDUCTASE 2 (ATR2)"," ",16,17,0,0,0.092524515,0.123661715,0.11279281,0.096266027,0.089361516,0.080486454,0.050009408,0.148230928,0.030261048,0.176405578,0.087428321,0.095253537,0.091437207,0.0844231,0.074593181,0.065947168,0.070203394,0.154330865,0.157344276,0.11903895
AT4G37910,"mitochondrial heat shock protein 70-1 (mtHsc70-1); FUNCTIONS IN: zinc ion binding, ATP binding; INVOLVED IN: protein folding, response to cadmium ion, response to salt stress; LOCATED IN: mitochondrion, cell wall, plasma membrane, mitochondrial matrix; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Heat shock protein 70, conserved site (InterPro:IPR018181), Chaperone DnaK (InterPro:IPR012725), Heat shock protein Hsp70 (InterPro:IPR001023), Heat shock protein 70 (InterPro:IPR013126); BEST Arabidopsis thaliana protein match is: mitochondrial HSO70 2 (TAIR:AT5G09590.1); Has 34941 Blast hits to 34814 proteins in 4850 species: Archae - 159; Bacteria - 17270; Metazoa - 3545; Fungi - 1638; Plants - 1233; Viruses - 309; Other Eukaryotes - 10787 (source: NCBI BLink).","MITOCHONDRIAL HEAT SHOCK PROTEIN 70-1 (mtHsc70-1)"," ",17,17,0,0,0.054262449,0.047270277,0.056233355,0.075291154,0.089749901,0.103010828,0.125850964,0.15230397,0.150818853,0.145208247,0.060226474,0.053231275,0.061707028,0.066891351,0.083756283,0.102716607,0.121726033,0.142803475,0.145031208,0.161910265
AT4G13010,"Oxidoreductase, zinc-binding dehydrogenase family protein; FUNCTIONS IN: oxidoreductase activity, zinc ion binding; INVOLVED IN: oxidation reduction; LOCATED IN: chloroplast thylakoid membrane, chloroplast, plasma membrane, vacuole; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: GroES-like (InterPro:IPR011032), Alcohol dehydrogenase GroES-like (InterPro:IPR013154), Alcohol dehydrogenase, C-terminal (InterPro:IPR013149), Alcohol dehydrogenase superfamily, zinc-containing (InterPro:IPR002085); BEST Arabidopsis thaliana protein match is: Oxidoreductase, zinc-binding dehydrogenase family protein (TAIR:AT1G23740.1); Has 34133 Blast hits to 33976 proteins in 2527 species: Archae - 549; Bacteria - 21108; Metazoa - 1143; Fungi - 3531; Plants - 1393; Viruses - 3; Other Eukaryotes - 6406 (source: NCBI BLink)."," "," ",8,8,0,0,0.101022007,0.109475488,0.106188714,0.10201936,0.10571022,0.100460375,0.087617941,0.116741184,0.081645752,0.08911896,0.105246548,0.106565788,0.114408096,0.112821521,0.117894682,0.118599975,0.127044078,0.090018746,0.04814317,0.059257395
AT2G01410,"NHL domain-containing protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Six-bladed beta-propeller, TolB-like (InterPro:IPR011042); BEST Arabidopsis thaliana protein match is: Calcium-dependent phosphotriesterase superfamily protein (TAIR:AT2G16760.1); Has 137 Blast hits to 137 proteins in 39 species: Archae - 0; Bacteria - 57; Metazoa - 0; Fungi - 0; Plants - 76; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink)."," "," ",11,12,0,0,0.114161935,0.128107954,0.136263817,0.136002945,0.142772953,0.104286837,0.068079534,0.063204309,0.052724832,0.054394885,0.125816473,0.118156217,0.120108534,0.125232272,0.101579958,0.084585091,0.133609101,0.072919593,0.056138991,0.061853771
AT1G10290,"involved in trafficking from the trans-Golgi Network to the central vacuole.","DYNAMIN-LIKE PROTEIN 6 (ADL6)"," ",11,11,0,0,0.104233299,0.128209837,0.122107014,0.117721932,0.090200591,0.112042368,0.093126787,0.074212823,0.076425627,0.081719721,0.106642631,0.10589534,0.117556197,0.108770641,0.107493686,0.107543489,0.115950489,0.101051563,0.069799935,0.059296027
AT1G71220,"Encodes UDP-glucose:glycoprotein glucosyltransferase. Non-receptor component required for EFR-mediated immunity. Mutants show de-repressed anthocyanin accumulation in the  presence of elf18, and EFR accumulation and signalling.","EMS-MUTAGENIZED BRI1 SUPPRESSOR 1 (EBS1)"," ",37,42,0,0,0.130036515,0.142532879,0.132300754,0.110916979,0.100061022,0.082110367,0.075765269,0.078201379,0.074765529,0.073309308,0.107655499,0.129460863,0.145660882,0.125424305,0.106189999,0.076571688,0.09376456,0.064945221,0.073648872,0.076678111
AT3G28580,"P-loop containing nucleoside triphosphate hydrolases superfamily protein; FUNCTIONS IN: nucleoside-triphosphatase activity, ATPase activity, nucleotide binding, ATP binding; INVOLVED IN: response to abscisic acid stimulus; LOCATED IN: endoplasmic reticulum; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: ATPase, AAA-type, core (InterPro:IPR003959), ATPase, AAA+ type, core (InterPro:IPR003593), ATPase, AAA-type, conserved site (InterPro:IPR003960); BEST Arabidopsis thaliana protein match is: AAA-ATPase 1 (TAIR:AT5G40010.1); Has 26015 Blast hits to 22183 proteins in 2894 species: Archae - 1297; Bacteria - 7409; Metazoa - 4737; Fungi - 2999; Plants - 2564; Viruses - 69; Other Eukaryotes - 6940 (source: NCBI BLink)."," "," ",4,4,0,0,0.116347391,0.142326477,0.146042762,0.104287816,0.080566739,0.079518955,0.099554033,0.054932543,0.095594278,0.080829009,0.124015584,0.15269269,0.146202577,0.116574152,0.08616146,0.066602102,0.062889367,0.083916032,0.086735458,0.074210578
AT5G03345,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Magnesium transporter (InterPro:IPR018937); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."," "," ",2,2,0,0,0.190277142,0.11629906,0.135286047,0.168237232,0.106677864,0.085514978,0.073590096,0.058854049,0.035353311,0.029910222,0.139971377,0.189041956,0.166943807,0.176351405,0.085878202,0.068210731,0.095763559,0.037714943,0.020122072,0.020001947
AT5G26360,"TCP-1/cpn60 chaperonin family protein; FUNCTIONS IN: unfolded protein binding, ATP binding; INVOLVED IN: protein folding, cellular protein metabolic process; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Chaperonin Cpn60/TCP-1 (InterPro:IPR002423), Chaperone, tailless complex polypeptide 1 (InterPro:IPR017998), T-complex protein 1, gamma subunit (InterPro:IPR012719), Chaperonin TCP-1, conserved site (InterPro:IPR002194); BEST Arabidopsis thaliana protein match is: TCP-1/cpn60 chaperonin family protein (TAIR:AT3G11830.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."," "," ",18,19,0,0,0.057568164,0.071961506,0.070744821,0.080008323,0.103831854,0.121075882,0.112177193,0.124810742,0.125232453,0.132589061,0.058536058,0.058009549,0.064406662,0.077939169,0.094980049,0.106695621,0.143109649,0.125027377,0.118379991,0.152915874
AT1G15210,"pleiotropic drug resistance 7 (PDR7); FUNCTIONS IN: ATPase activity, coupled to transmembrane movement of substances; INVOLVED IN: drug transmembrane transport; LOCATED IN: plasma membrane, chloroplast, membrane; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 4 anthesis, F mature embryo stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; CONTAINS InterPro DOMAIN/s: ATPase, AAA+ type, core (InterPro:IPR003593), ABC transporter-like (InterPro:IPR003439), Plant PDR ABC transporter associated (InterPro:IPR013581), ABC-2 type transporter (InterPro:IPR013525); BEST Arabidopsis thaliana protein match is: ABC-2 and Plant PDR ABC-type transporter family protein (TAIR:AT1G59870.1); Has 383488 Blast hits to 290790 proteins in 4017 species: Archae - 7218; Bacteria - 309544; Metazoa - 9443; Fungi - 7090; Plants - 6323; Viruses - 4; Other Eukaryotes - 43866 (source: NCBI BLink).","ATP-BINDING CASSETTE G35 (ABCG35)"," ",10,9,0,0,0.062106087,0.111848951,0.173894253,0.063449376,0.092663687,0.184991595,0.123179743,0.053494517,0.054599531,0.07977226,0.080972491,0.139928658,0.143679164,0.102107621,0.156107527,0.060410563,0.069882664,0.068054658,0.069727458,0.109129197
AT1G11680,"putative obtusifoliol 14-alpha demethylase involved in sterol biosynthesis.","CYTOCHROME P450 51G1 (CYP51G1)",ER,13,14,0,0,0.1237894,0.185520989,0.151439675,0.132507878,0.14200461,0.126858103,0.037741598,0.030287148,0.035100315,0.034750284,0.098064506,0.121732871,0.138795865,0.121379142,0.133030396,0.149035875,0.105214408,0.041110396,0.0462392,0.04539734
AT1G08450,"Encodes one of three Arabidopsis calreticulins.   In CRT-deficient mouse fibroblasts, this protein restores ER Ca2+ levels. Non-receptor component required for EFR-mediated immunity. Mutants show de-repressed anthocyanin accumulation in the  presence of elf18, and EFR accumulation and signalling.","CALRETICULIN 3 (CRT3)",ER,7,9,0,0,0.15100589,0.205093981,0.16207694,0.133878017,0.110275558,0.08904681,0.033572883,0.045628795,0.037366489,0.032054638,0.161059783,0.181139061,0.153554066,0.138645968,0.113327046,0.087352989,0.061178264,0.033413806,0.039808957,0.030520061
AT5G61780,"Involved in the regulation of  AtGA20ox3 expression, as well as seed germination.","TUDOR-SN PROTEIN 2 (TUDOR2)"," ",23,23,0,0,0.041259776,0.047442061,0.065128426,0.079105379,0.091811168,0.105783902,0.141481355,0.139530365,0.145314172,0.143143396,0.041101451,0.047388911,0.057272904,0.073285613,0.087243697,0.097397304,0.14038262,0.1574713,0.14902508,0.149431119
AT1G76090,"Encodes S-adenosyl-methionine-sterol-C-methyltransferase, an enzyme in the sterol biosynthetic pathway.","STEROL METHYLTRANSFERASE 3 (SMT3)",ER,7,7,0,0,0.115037118,0.129753058,0.129173706,0.116419826,0.096139968,0.082154559,0.168950857,0.065121492,0.049875426,0.047373989,0.11038905,0.137715838,0.149763318,0.118489595,0.102863906,0.08759065,0.096664334,0.056313566,0.043696003,0.096513739
AT3G47520,"Encodes a protein with NAD-dependent malate dehydrogenase activity, located in chloroplasts.","MALATE DEHYDROGENASE (MDH)",Plastid,13,16,0,0,0.03449061,0.037318571,0.056878559,0.086883582,0.106119205,0.127182308,0.145853779,0.141870154,0.139390601,0.124012631,0.026366161,0.041792378,0.056355215,0.073813596,0.095498745,0.116366693,0.168566083,0.140731776,0.1396137,0.140895652
AT3G03960,"TCP-1/cpn60 chaperonin family protein; FUNCTIONS IN: unfolded protein binding, ATP binding; INVOLVED IN: protein folding, cellular protein metabolic process; LOCATED IN: membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Chaperonin Cpn60/TCP-1 (InterPro:IPR002423), Chaperone, tailless complex polypeptide 1 (InterPro:IPR017998), Chaperonin TCP-1, conserved site (InterPro:IPR002194), T-complex protein 1, theta subunit (InterPro:IPR012721); BEST Arabidopsis thaliana protein match is: TCP-1/cpn60 chaperonin family protein (TAIR:AT3G18190.1); Has 15495 Blast hits to 15419 proteins in 3442 species: Archae - 801; Bacteria - 7598; Metazoa - 1836; Fungi - 1369; Plants - 680; Viruses - 0; Other Eukaryotes - 3211 (source: NCBI BLink)."," "," ",15,16,0,0,0.042316161,0.038842249,0.044418854,0.056530055,0.073989274,0.08335358,0.157043177,0.170788652,0.162449343,0.170268656,0.045529808,0.035749596,0.040288037,0.048359372,0.066013129,0.089287916,0.136204251,0.179057415,0.180124157,0.179386319
AT3G52880,"Encodes a peroxisomal monodehydroascorbate reductase, involved in the ascorbate-glutathione cycle which removes toxic H2O2","MONODEHYDROASCORBATE REDUCTASE 1 (MDAR1)"," ",13,14,0,0,0.037167081,0.026837722,0.031369423,0.048781898,0.06559203,0.091610018,0.183296593,0.181275161,0.168749094,0.16532098,0.036521254,0.024167414,0.025084163,0.038924113,0.058142156,0.082179362,0.192746044,0.172653451,0.186544667,0.183037377
