IPI,UniProt,Name,Intensity,NumPeptides,Fr1,Fr2,Fr3,Fr4,Fr5,Fr6,Fr7,Fr8
IPI00122139,Q8VCH0,"3-ketoacyl-CoA thiolase B ",4.87368893064246,5,0.72415632685394,0.94431817825741,0.59232202117534,0.60505023410568,0.39670603783131,0.27955757842322,0.15390940108046,0.14537920919262
IPI00122234,Q9JK38,"Glucosamine 6-phosphate N-acetyltransferase ",2.65921243011469,1,0.56969979583215,0.55596563390271,0.46244224647241,1,0.52069768558245,0.65761473280665,0.5611570655041,0.26141406684339
IPI00122337,Q8VCN3,"RIKEN cDNA 0610033E06 ",4.60369193005817,3,0.45226857848435,0.6541148769826,0.74822622419691,0.95067175359964,0.76482258452893,0.85830261335633,0.89629858873577,0.51627028718695
IPI00122344,Q8VCN5,"Cystathionine gamma-lyase ",3.90512191007929,1,,0.21815969637085,0.23716146000367,1,0.32524657942048,0.14977657185038,0.07874419052376,0.04184273303813
IPI00122413,P51410,"60S ribosomal protein L9 ",4.20484092333839,2,0.31356462583203,0.59358331043545,0.61794246866832,0.77615116748442,0.8756975003487,0.74694069485068,0.57458922572104,0.32785885625351
IPI00122421,P61358,"ribosomal protein L27 ",3.88253332751018,4,0.70739710663591,0.56980336446509,0.53929847593883,0.55171575941331,0.29351506611398,0.44933340203518,0.53486723212112,0.33459816936892
IPI00122464,Q8VCR2,"Alcohol dehydrogenase PAN1B-like ",4.25684660614772,1,0.70693851166269,0.85893464913822,0.7380379781023,0.03311103984655,0.70728058920151,0.60233813561848,1,0.86725109622385
IPI00122547,Q60930,"Voltage-dependent anion-selective channel protein 2 ",3.31875072450082,2,,0.56208253751818,0.87213353957057,1,0.64236428872692,0.39860772824621,0.08454269934913,
IPI00122548,Q60931,"Voltage-dependent anion-selective channel protein 3 ",4.06622573107372,2,0.1336635485626,0.4769428434261,0.83839844559944,1,0.78222118062334,0.55118135423192,0.20281542405711,0.06119989071596
IPI00122554,Q60936,"Chaperone-activity of bc1 complex-like, mitochondrial precursor ",3.60933029856143,2,0.27630795673275,0.4522359069066,0.66064617562544,0.90203375856292,0.57037550232703,0.59340216733614,0.60726115633744,0.56267471728401
IPI00122557,Q8VCU1,"Esterase 31-like ",5.59842167702093,5,0.39128695449511,0.8568476103856,0.78855286794746,0.87743897221872,0.71497863234094,0.77390757722521,0.79593416154171,0.75656552421697
IPI00122633,Q8VCW8,"CDNA sequence BC018371 ",5.33996291442771,1,0.14716083794608,0.43939941679338,0.74257564281487,1,0.73826664776077,0.6222169442841,0.17593359693878,0.01384506766282
IPI00122634,Q8VCW9,"Cytochrome P450, family 2, subfamily a, polypeptide 12 ",3.34753322061771,4,0.13180919769003,0.72357041178346,0.5717104536105,0.58840892066066,0.44762032574426,0.6783547274118,0.64815009447789,0.62197223390572
IPI00122711,Q8K3M0,"Cis-retinol/3alpha hydroxysterol short-chain dehydrogenase-like ",3.51687337313542,1,0.36633708629736,0.79051557308453,1,0.13242263065471,0.03633041604121,0.07239826989501,0.07339668976775,0.37013667469972
IPI00122818,Q60991,"Cytochrome P450 7B1 ",3.92253028790615,1,0.04690211577663,0.29458740487667,0.49316984517689,0.64137079110785,0.85652012293694,1,0.75381379388607,0.6098399495515
IPI00122862,Q922D8,"C1-tetrahydrofolate synthase ",4.11077102829643,5,0.22174798549975,0.64789553731864,0.56265784708722,0.7763523555685,0.47328524973697,0.32856348149087,0.37660966968044,0.26142211361093
IPI00123007,P12947,"60S ribosomal protein L31 ",3.74666936293316,4,0.33425579385979,0.59188780141257,0.74891599659861,0.41821688025364,0.52202128124982,0.35984164799235,0.38857761358982,0.25113855174956
IPI00123129,Q78PY7,"staphylococcal nuclease domain containing 1, full insert sequence ",4.06562993876933,5,0.50557916402824,0.80625515594681,0.4686042005953,0.58209861030567,0.2676771025393,0.41818790572828,0.46611310435938,0.31042088041241
IPI00123181,Q6KAN6,"Nonmuscle heavy chain myosin II-A ",3.82926104329009,2,0.45418479890275,0.12977232076633,0.3989019165464,0.91301589349651,0.90456034397584,0.74084067433067,0.23935126556791,0.31555231851479
IPI00123183,Q02013,"aquaporin 1 ",4.31022145081044,1,0.76634315928855,1,0.66517217231427,0.85729705253646,0.74897756023744,0.92506676644112,0.81495576172119,0.88577699595551
IPI00123276,Q922Q1,"RIKEN cDNA 2810484M10 ",4.77723773755245,5,0.27262168725918,0.55216573795799,0.66352885419127,0.91392154137732,0.90487831418351,0.58786173193348,0.34729851403453,0.14494529205516
IPI00123281,Q922Q8,"Expressed sequence AA959742 ",4.60652291752741,1,0.4057655412258,0.92822251134724,0.84471839947108,1,0.6090654556911,0.4318823880461,0.24866813333614,0.15596690026019
IPI00123342,Q80X75,"170 kDa glucose regulated protein GRP170 precursor ",3.94874863755621,5,0.11570720553778,0.33396516660346,0.34432083669794,0.29658377093802,0.43101125587247,0.51477171017687,0.83725061048094,0.67494051797796
IPI00123349,Q01405,"Protein transport protein Sec23A ",4.03658238838873,1,0.02982467077904,0.051885036046,0.05505604712893,0.07525880435333,0.06748310595463,0.09008675876814,0.15398727445847,1
IPI00123379,Q8VDJ3,"Vigilin ",3.95681119663411,4,0.39935561759308,0.75726078966432,0.4667524797763,0.49169981713518,0.31290594846746,0.18741056175844,0.19153397220016,0.09584906682377
IPI00123390,Q91WC3,"Long-chain-fatty-acid--CoA ligase 6 ",5.88854732817079,1,0.32929736371736,0.67689180925126,0.77265481349477,1,0.42348594419088,0.609404041193,0.42386136024333,0.31329504821612
IPI00123619,Q91W87,"Cytochrome P450, family 2, subfamily d, polypeptide 22 ",3.76019910169664,5,0.13165054036567,0.31770490543309,0.48935689804142,0.56872671987877,0.34093223680359,0.58295176973485,0.63684043200538,1
IPI00123639,P14211,"Calreticulin precursor ",4.78209324405575,5,0.37387441599096,0.697700250937,0.83369817268556,0.94651551625434,0.82662455895168,0.70044992441861,0.7911164602134,0.69564354979003
IPI00123750,Q9WU19,"Hydroxyacid oxidase 1 ",4.06314033795158,1,0.57658441146664,1,0.08947249316198,0.14208350956977,0.04937961855936,0.04004259345273,0.03294010744863,0.01887087820134
IPI00123924,Q00897,"Alpha-1-antitrypsin 1-4 precursor ",4.40330761393279,5,0.63727254362637,0.45656233482459,0.43407597896197,0.39214311758631,0.36657964936755,0.41875094345755,0.68556397878702,0.76786033837509
IPI00123927,Q00898,"Alpha-1-antitrypsin 1-5 precursor ",4.38762370226832,5,0.67835233786367,0.53933435989126,0.45332032950787,0.39648895649391,0.3874778057152,0.50966738831805,0.76191554347766,0.76786033837509
IPI00123964,P20852,"Cytochrome P450 2A5 ",3.81532156502244,5,0.14285443289586,0.51765885743165,0.49429708048505,0.42591024042885,0.28470996586199,0.47091367123025,0.59491949925262,0.64323053702281
IPI00124223,P97371,"Proteasome activator complex subunit 1 ",5.15392010720272,1,0.09460467286773,0.45332869346981,0.76932498141148,0.89265714377024,1,0.86073501666137,0.65115975431143,0.13510562133245
IPI00124281,P46735,"myosin IB ",3.39720658528551,1,0.0127745758885,0.1967356425144,0.71967122711231,1,0.50803892570724,0.19518990598903,0.04251361779678,0.02114159947253
IPI00124287,P29341,"Polyadenylate-binding protein 1 ",3.58137843252918,4,0.1581435523838,0.63199029086144,0.68018973618074,0.34920271531344,0.37554348413365,0.50976034084128,0.59965613690058,0.48848905544117
IPI00124499,Q8K2E4,"BC031593 protein ",4.09261564296538,3,0.20737759497468,0.30987421957636,0.68053151843352,0.78133366707558,1,0.69186633940166,0.44994307331141,0.22109139163167
IPI00124771,Q8VEM8,"Phosphate carrier protein, mitochondrial precursor ",4.23569296254839,5,0.07588949732257,0.38971121356963,0.57497554431481,0.67904835465814,0.78770569878748,0.32749581145706,0.16581941037085,0.04636168697122
IPI00124800,Q61726,"Keratin type II ",3.78787412965733,2,0.18161167388544,0.11625292837934,0.93200751806367,0.98785983000491,1,0.79816121849265,0.44638484160078,0.17017037132278
IPI00124829,Q9JM76,"actin related protein 2/3 complex, subunit 3 ",3.93308757185314,2,0.32188358532676,0.02747539114267,0.42695461873264,0.49961055486029,0.55456034734581,0.44511018556538,0.5502018668318,0.71384446480604
IPI00125076,P51658,"Estradiol 17-beta-dehydrogenase 2 ",3.08878766069597,1,0.55286090264116,0.55893161055902,0.76199569108622,0.65972032878768,0.05992616236296,0.12825469185735,0.57729800409845,1
IPI00125180,Q8CC88,"hypothetical P-loop containing nucleotide triphosphate hydrolases structure containing protein, full in ",3.06420789839859,1,0.31093326055692,0.61427666122868,0.6353541255507,1,0.78462310771544,0.4678410997931,0.20216874401026,0.15373315530206
IPI00125220,Q9WUU7,"Cathepsin Z precursor ",4.65812677789444,1,0.49287117783246,0.59078421476479,0.49188253622228,0.99283518988131,1,0.77302391853322,0.73267335137252,0.28107648047277
IPI00125266,Q9WV54,"Acid ceramidase precursor ",2.94040313061805,1,0.1329983074762,0.52097513887538,0.60290145981855,0.9230197714311,1,0.70879230687669,0.51585343617382,0.57038611986454
IPI00125325,Q9WV68,"Peroxisomal D2,D4-dienoyl-CoA reductase ",3.71142499534551,2,0.85840841025984,1,0.65360161798342,0.27911248328737,0.11014903215565,0.0277447233913,0.01277638928584,0.00874309019289
IPI00125340,Q9JMA7,"Cytochrome P450 3A41 ",5.05460937403975,2,0.48331777416771,0.80043357154136,0.73096336273222,0.92444849736875,0.83101017961435,0.98963536805827,0.95072071200646,0.82367548222853
IPI00125460,P97450,"ATP synthase coupling factor 6, mitochondrial precursor ",3.30115839147733,1,0.27076639322584,0.38883147891402,1,0.58219375519686,0.33481478805586,0.23904815026401,0.15501363143201,0.09302870054894
IPI00125514,Q9WUZ9,"Ectonucleoside triphosphate diphosphohydrolase 5 precursor ",3.24158546084391,2,0.2629792529765,0.51534651240905,0.7037465446195,0.60437063501343,0.41899814241519,0.49886301954424,0.3555947040464,1
IPI00125592,P97478,"Ubiquinone biosynthesis protein COQ7 homolog ",3.02054285605717,1,0.09156148815459,0.6286112140518,0.8707520908276,1,0.9249660414519,0.49830647178515,0.37827662806192,0.25633593615077
IPI00125853,Q9WVD5,"Mitochondrial ornithine transporter 1 ",3.7427627268515,3,0.08936161899759,0.67053399653873,0.5644152141933,0.80097791355145,0.41916677650896,0.08671970260356,0.01921879726586,0.00948999574469
IPI00125899,Q02248,"Beta-catenin ",3.03557745142288,1,,1,0.87112493081964,0.77447080733068,0.19520762614951,0.21686211160746,0.20821977731527,0.07494421218547
IPI00125929,Q62425,"NADH-ubiquinone oxidoreductase MLRQ subunit ",5.27518601157169,1,0.1116696801016,0.51416643317183,0.7685690910177,1,0.76530501463396,0.3927508141309,0.12949270481698,0.01460966049976
IPI00126010,Q8BNL2,"laminin receptor 1 ",4.53883715274308,3,0.54873316920164,0.85551441471829,0.82583507753471,0.89981804896301,0.94225988909898,0.79506960187775,0.88244554437315,0.77388331179683
IPI00126050,Q9WVJ3,"Aminopeptidase ",3.20086154629489,1,0.30915200195731,0.70013335239129,0.73750012973503,1,0.5645139605676,0.47119536658703,0.29019730089107,0.29053370077302
IPI00126185,Q9WVM8,"Kynurenine/alpha-aminoadipate aminotransferase mitochondrial precursor ",3.53235507445978,2,0.10324116462981,0.26496924121489,0.65309781725331,0.93612410480148,0.56919991235639,0.3453322362587,0.14468961589756,0.06971574703022
IPI00126208,Q9CRZ2,"hemoglobin, beta adult major chain, full insert sequence ",5.32693720239666,4,0.45654357864522,0.8975853248335,0.90687292616784,1,0.87290220787817,0.80920382981806,0.64502248272833,0.46017506162884
IPI00126625,Q91VA0,"Medium-chain acyl-CoA synthetase ",4.91051690859015,1,0.1477122746466,0.30674924027289,0.63193133693631,1,0.72272071635016,0.27967353292517,0.0544705977766,0.00783169246685
IPI00127016,Q9R092,"Trans-retinol/estrogen dehydrogenase ",3.51687337313542,1,0.36633708629736,0.79051557308453,1,0.13242263065471,0.03633041604121,0.07239826989501,0.07339668976775,0.37013667469972
IPI00127172,Q8BKG1,"DEAD ",3.58442546152134,1,0.14982553770567,0.20550674418463,1,0.22359996255835,0.26821964295102,0.13068163889702,0.21189591452546,0.10462093745256
IPI00127206,Q91Y97,"aldolase 2, B isoform ",5.01598917073467,5,0.42973841843206,0.96304568851577,0.81585698659857,0.97551205403144,0.89465997916773,0.69476000922037,0.75395515563532,0.44508944946147
IPI00127207,P15105,"Glutamine synthetase ",4.87156523403938,5,0.59221814304208,0.990589536701,0.76686703540093,0.78697220658534,0.65733560414061,0.58265164826725,0.67455692380157,0.55021500166829
IPI00127223,,"hypothetical protein C730031G17 , similar to",4.90626465239578,5,0.37125600430241,0.73079146765008,0.76291103274612,0.85129997226444,0.70537960402991,0.85199099874661,0.75213860744942,0.69648032342689
IPI00127276,Q9DBM2,"L-specific multifunctional beta-oxdiation protein ",5.01008573662852,5,0.77914317063056,0.83092930874852,0.32996617138004,0.25191112311923,0.17650711072243,0.12706275882486,0.05871692686006,0.0391893236537
IPI00127558,Q9R0H0,"Acyl-coenzyme A oxidase 1, peroxisomal ",5.74199334663671,5,0.59362514568317,1,0.81839640855186,0.72063796936778,0.44306158651541,0.30044566132844,0.1647387845436,0.08586230603873
IPI00127841,P51881,"ADP,ATP carrier protein, fibroblast isoform ",5.25032432652731,5,0.18151539608394,0.63272232508364,0.72023976584762,0.9975766198722,0.76791897451609,0.41711562075479,0.16926627585632,0.07417783088504
IPI00128121,Q8K033,"Carboxylesterase 2 ",4.76452033217764,5,0.41452679623266,0.68189043191166,0.59911911242624,0.77152159980443,0.82381946865308,0.9185094955161,0.93487576266434,0.81142393033745
IPI00128137,Q91WH2,"RIKEN cDNA 9430041C03 ",4.60369193005817,3,0.45226857848435,0.6541148769826,0.74822622419691,0.95067175359964,0.76482258452893,0.85830261335633,0.89629858873577,0.51627028718695
IPI00128271,Q8CH15,"Kynurenine 3-monooxygenase ",4.16979821005833,1,0.12649066184075,1,0.45840368335665,0.89762627190444,0.86764105971741,0.21373753498418,0.22699822090517,0.03771612371025
IPI00128287,P00186,"Cytochrome P450 1A2 ",5.04060890847737,5,0.35752565435252,0.56498679919767,0.64486338977433,0.84303388866299,0.78242233515399,0.77251904631766,0.70620890328911,0.6585648824141
IPI00128399,Q91WU0,"Hypothetical protein AU018778 ",5.15288399514405,5,0.38861443056087,0.73574358373299,0.62667099670602,0.7635357194962,0.75122286199976,0.77990493551645,0.89573917680274,0.72060822091081
IPI00128434,P49429,"4-hydroxyphenylpyruvic acid dioxygenase ",4.95444604565673,5,0.27337250896145,0.67515620745266,0.71625060973538,0.88083987024358,0.93919976718542,0.77498108104745,0.86840561305525,0.47607792538241
IPI00128484,Q91X72,"Hemopexin precursor ",2.51906958250267,1,0.27543868525374,0.56097299021053,,0.75200831213819,0.74247022102904,1,0.62587728008758,0.7546002189893
IPI00128489,Q6XVG3,"Cytochrome P450, family 2, subfamily c, polypeptide 50 ",4.27953250847691,5,0.18260251258045,0.3402206779415,0.4553903644596,0.30022771393604,0.54467449299851,0.75947899773131,0.76449046941113,0.77555011507024
IPI00128738,,"beta-alanine-pyruvate aminotransferase , similar to",4.1193457073274,3,0.08005093611148,0.17309814635501,0.68422662668757,0.94226974101104,0.79608883409186,0.39290439698722,0.1646523835411,0.0171261360124
IPI00129056,Q91XE0,"Glycine-N-acyltransferase ",4.67390768638789,5,0.07720080037694,0.48387161789707,0.54145771499506,0.80496311571348,0.53550845991387,0.37326481851807,0.12072556998941,0.0538570662776
IPI00129178,P29758,"Ornithine aminotransferase, mitochondrial precursor ",5.41244984830053,5,0.05832759085376,0.20310687673863,0.40627497172778,0.83819092075542,0.98791205410017,0.71845773452171,0.39239426078283,0.121248383539
IPI00129265,Q9Z0M5,"Lysosomal acid lipase/cholesteryl ester hydrolase precursor ",2.8736275524681,2,0.22656463038394,0.49889325723852,0.37040505189847,0.8436803235519,1,,0.57263949132889,0.25244989833553
IPI00129276,P23116,"Eukaryotic translation initiation factor 3 subunit 10 ",3.15045297278358,1,,0.49029932509562,1,0.82156011587813,0.67434322348809,0.43474669676063,0.39000960114575,0.13550833652197
IPI00129517,P99029,"Peroxiredoxin 5, mitochondrial precursor ",4.79146829735624,2,0.19413496693967,0.37436055810216,0.62100065289856,1,0.63505457629572,0.37579684346417,0.09555629446399,0.02567360413485
IPI00129526,P08113,"Endoplasmin precursor ",4.95353866792166,5,0.47507083109792,0.79028825258406,0.76154013855453,0.87023090134593,0.82567890486545,0.80036962235985,0.94179214414635,0.75691644157544
IPI00129577,Q9Z0X1,"Programmed cell death protein 8, mitochondrial precursor ",3.34457487069677,3,0.01502219847492,0.1693675513364,0.66093075726068,0.74771158937779,0.37013371934536,0.08010483202128,0.03179611227206,0.01661627053707
IPI00129755,P22599,"Alpha-1-antitrypsin 1-2 precursor ",4.51915658480021,4,0.67956992765236,0.56353594059996,0.54626897176885,0.4648526302218,0.44185299344161,0.51198468608157,0.79139626606779,0.69048045116678
IPI00129928,P97807,"Fumarate hydratase, mitochondrial precursor ",4.84347478822675,5,0.31368601295451,0.63754432463645,0.90493737991138,0.97019259629688,0.57374993497092,0.39701686394543,0.21462878001688,0.18151021337841
IPI00130118,P61027,"Ras-related protein Rab-10 ",2.40436107975473,2,0.47200567687598,0.84135041104133,0.91283248005905,0.70202364266443,0.63349827894989,0.7218269282164,0.72312815223525,0.80180586649526
IPI00130144,P97869,"Microsomal epoxide hydrolase ",4.77906845636641,5,0.24560031608666,0.48845019425239,0.38741660068672,0.59864856690685,0.6790121826089,0.91986705042068,0.8796108730768,0.93768693455831
IPI00130158,Q91YE6,"Importin 9 ",4.43505280832827,1,0.26425243405208,0.62763093659839,1,0.98932179777954,0.70628767452038,0.79428043717244,0.76084821661866,0.60978866538318
IPI00130280,Q03265,"ATP synthase alpha chain, mitochondrial precursor ",5.39533112603104,5,0.14959010152079,0.58984227094967,0.83267967578878,1,0.75294108505303,0.41768400569342,0.21471734674043,0.07637362420666
IPI00130460,Q91YT0,"NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial precursor ",5.0195059813448,1,,0.21754805400375,0.88183695173766,1,0.70642917669429,0.18552117665412,0.07975628427922,0.01575013103176
IPI00130535,P53395,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial precursor ",4.30442923860878,5,0.10045394434383,0.3658582402277,0.75261712860048,0.90961147037344,0.72113858175218,0.38242866358802,0.13656795227193,0.05269829710541
IPI00130924,O35488,"Very-long-chain acyl-CoA synthetase ",4.30718606296965,5,0.32453787959306,0.70067934002836,0.61757741526897,0.62626325123185,0.70284501619788,0.63094739384921,0.73480797929423,0.6640447086332
IPI00130950,O35490,"Betaine--homocysteine S-methyltransferase ",4.77956650915718,5,0.48783982232412,0.80224147768581,0.90390702907336,0.821923595471,0.53594839359134,0.29139228639043,0.56724403331448,0.38662177740264
IPI00130985,O88451,"Short-chain dehydrogenase CRAD2 ",4.55395919337669,3,0.30796970075758,0.68448949623043,0.73477156322165,0.63932779827695,0.64892763298564,0.62366702565044,0.66911865694355,0.67404036199932
IPI00131176,P00405,"Cytochrome c oxidase polypeptide II ",5.29898476431595,4,0.10089536212166,0.36828800396425,0.72280700011881,1,0.66693647331954,0.44864537307302,0.22150096599522,0.08397192636389
IPI00131183,Q9Z2I9,"Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor ",4.0905651423735,5,0.0453715374459,0.46286932459139,0.75363651735397,0.64207071770978,0.42512567693025,0.23906980191565,0.07368428576009,0.02281095335099
IPI00131209,Q9Z2K1,"Keratin, type I cytoskeletal 16 ",4.84555118796688,2,0.34247151611582,0.57244991197282,0.6722012146159,0.47061922709853,1,0.50900058663049,0.45506512772622,0.14520637417907
IPI00131216,Q64176,"Liver carboxylesterase 22 precursor ",4.83658888662871,4,0.25394453901116,0.59908134943079,0.42541160627901,0.73069874071502,0.66420617900173,0.74609424628237,0.77346495151347,0.60743698134989
IPI00131357,P62267,"40S ribosomal protein S23 ",3.62143195060825,2,0.60734274999942,0.73183512709608,0.95799527309893,0.84697594372137,0.72674400823659,0.47188919693403,0.48359052150726,0.37958777176538
IPI00131366,Q9Z331,"Keratin 6 beta ",4.08187556513762,4,0.32346214867884,0.26179043128241,0.51342456665417,0.74748056190592,1,0.67387657365829,0.52471192101379,0.33520948186625
IPI00131368,Q9Z332,"Keratin 6 alpha ",4.09261564296538,3,0.20737759497468,0.30987421957636,0.68053151843352,0.78133366707558,1,0.69186633940166,0.44994307331141,0.22109139163167
IPI00131376,P15508,"Spectrin beta chain, erythrocyte ",4.65157015989974,1,0.48875710742548,0.90363525131708,0.8861320694229,0.97431592355839,,0.84662415383246,1,0.6452883778253
IPI00131695,P07724,"Serum albumin precursor ",4.60679151385465,5,0.5886140474674,0.5157954310188,0.37412468938199,0.33190888886183,0.48711029895786,0.42305947281288,0.87626588433553,0.97292033834821
IPI00131771,Q9CPQ1,"cytochrome c oxidase, subunit VIc ",4.49739255337696,2,0.12042357186903,0.69761926970002,0.46672786283523,1,0.56258747201386,0.3189626613041,0.01600512813227,
IPI00131974,O88560,"Fatty acid transport protein 2 ",4.22274248282686,5,0.4051152235525,0.80057065309475,0.42151230491055,0.63802416496682,0.69145313818214,0.68068094021647,0.60916420268572,0.55937487156286
IPI00132039,Q9D060,"mitochondrial carrier homolog 2, full insert sequence ",4.68251092328696,1,0.02067591520151,0.52212767560007,0.57394927350094,0.85713332892137,1,0.28797509863592,0.118461841891,0.01385083326966
IPI00132217,Q9CQ92,"Tetratricopeptide repeat protein 11 ",4.20189442160459,2,0.23335364594413,0.63060433995421,0.86969014923279,0.64250098569541,0.66246384697346,0.38292461330304,0.56165149185169,0.37203880731916
IPI00132347,Q9D855,"UBIQUINOL-CYTOCHROME C REDUCTASE BINDING PROTEIN homolog ",4.70791997053148,3,0.09580494721198,0.59222467971169,0.81856349789441,1,0.74101232360012,0.39070370348658,0.17009714609831,0.03050046140856
IPI00132444,Q9CQE1,"NipSnap3B protein ",2.93101398365563,1,0.06675119731906,0.38621058880857,0.52830319123175,1,0.97235819912213,0.39857736099382,0.24291685467715,0.05547760895436
IPI00132456,Q9CQE8,"Protein C14orf166 homolog ",2.66578420472243,1,0.58461419623718,0.48559541827496,1,0.96416413357594,0.78415541039146,0.52860807861186,0.60722204060381,0.6368836178781
IPI00132531,Q9CQH3,"NADH-ubiquinone oxidoreductase SGDH subunit, mitochondrial precursor ",3.57652989091162,1,0.4319299923224,0.32949519124797,0.8567713722264,0.88841828569808,1,0.30730295204259,0.09438519599688,0.05374379780874
IPI00132728,Q9D0M3,"Cytochrome c1, heme protein, mitochondrial precursor ",4.38478109182602,5,0.04215801610011,0.66013603873845,0.63464151969865,0.78999847736066,0.56176347453911,0.30024197896563,0.13099653390251,0.03070359427547
IPI00133030,Q9CQS8,"Sec61 beta subunit ",4.16015808855394,1,0.3868154008095,,1,0.03475430188827,0.4509179493908,,,0.1451745376035
IPI00133034,Q9D0S9,"HIT-17kDa ",4.50767314766867,2,0.08212606281993,0.33207651424466,0.54709680099491,0.77686475813097,0.89499618809316,0.29881392240535,0.09751087958153,0.03764080917361
IPI00133103,Q8C3I1,"Cellular repressor of E1A-stimulated genes CREG ",4.48902232967683,1,0.46288900815534,1,0.43631477178205,0.70839799481045,0.79779640994162,0.58486962218325,0.58321679626673,0.35260069265804
IPI00133249,Q64310,"Surfeit locus protein 4 ",4.48476446208382,1,0.07649748631636,0.08959732580588,0.05753373844757,0.12344014146209,0.13551268200544,1,0.55325068241644,0.41491919562324
IPI00133403,Q9CQZ6,"NADH-ubiquinone oxidoreductase B12 subunit ",2.99842061093872,1,0.19625173862437,0.45913705840614,0.45480951484366,1,0.76871545537065,0.34670132019457,0.12528704820946,
IPI00133440,P24142,"Prohibitin ",4.07682058521623,3,0.05935974260803,0.45251226693106,0.70108672095515,0.70253539635823,0.66914574580437,0.43450176514128,0.21669901708365,0.05382551258153
IPI00133522,P09103,"Protein disulfide-isomerase precursor ",5.0921260039585,5,0.41976299310679,1,0.82829532038646,0.94134609504601,,0.57997300694084,0.8338313420527,0.86750259538015
IPI00133580,Q9CRC1,"fructose-bisphosphate aldolase ",5.10943278991341,1,0.55022623671431,,,1,0.94931727873847,0.79617664147549,0.80935177133493,0.57558974815088
IPI00133776,Q9D1I5,"Methylmalonyl-CoA epimerase, mitochondrial precursor ",3.23855683399353,1,0.23659182419421,0.65449335210526,0.74444829802408,1,0.87113940679062,0.47283027428205,0.21983878866745,0.13306275159638
IPI00133903,P38647,"Stress-70 protein, mitochondrial precursor ",5.13712611250102,5,0.19307960371006,0.59631707270832,0.70286782118361,0.95972924804696,0.83615982020234,0.37147351355157,0.20736394237483,0.05768641001148
IPI00134131,P32020,"Nonspecific lipid-transfer protein, mitochondrial precursor ",5.69115432728702,5,0.63907176159416,1,0.77566676957665,0.82018220997894,0.58281237043944,0.34628562458096,0.2297817759443,0.12414578083189
IPI00134432,Q64435,"UDP-glucuronosyltransferase 1-6 precursor, microsomal ",5.17677302745544,5,0.37753305392063,0.93812727894484,0.80682512718285,0.7833328756206,0.67363521884541,0.66471295512998,0.435838834197,0.45808133680633
IPI00134503,Q64458,"Cytochrome P450 2C29 ",4.21778671086685,5,0.1495389285901,0.32862519016238,0.39185823108766,0.40480162713683,0.48164903728963,0.91762420408558,0.90698646098557,0.74636523820722
IPI00134504,Q64459,"Cytochrome P450 3A11 ",4.93263827539864,5,0.37239016398087,0.64553925246959,0.64865802661556,0.83430379131869,0.81226320491027,0.93678654137594,0.89820324557274,0.79527160189796
IPI00134509,Q9QX62,"Kidney and liver proline oxidase 1 ",3.69939764376263,2,0.04191774336837,0.39318583164292,0.63055478254949,0.84422364698872,,1,0.76792159498512,0.65147364767118
IPI00134519,Q64464,"Cytochrome P450 3A13 ",3.94325699942412,2,0.22845178617048,0.37574264476096,0.46378707724127,0.71386894106495,0.67236972107367,0.75185584861667,0.32218354085971,0.65300734139775
IPI00134549,P17047,"Lysosome-associated membrane glycoprotein 2 precursor ",3.97598708488836,2,0.13134537516961,0.04434583924803,0.29335717867793,0.17168357596158,0.25857350849302,1,0.52140430612537,0.62696431063236
IPI00134599,P17073,"40S ribosomal protein S3 ",4.24166856575824,5,0.26520115525257,0.723694865886,0.75138772481123,0.69721904935533,0.71973920880239,0.63199523086325,0.82336456785105,0.6242310064053
IPI00134691,Q63886,"UDP-glucuronosyltransferase 1-1 precursor, microsomal ",4.99023646623887,5,0.26783368438271,0.80606219247667,0.8253856062536,0.70367205105621,0.61409861169492,0.52515729547364,0.3921563884233,0.40150197982422
IPI00134746,P16460,"Argininosuccinate synthase ",5.86672128825855,5,0.60185655747869,0.87870894957822,0.92041218073621,0.99642935759848,0.85594112435929,0.65697214358925,0.66059572378109,0.52357892634977
IPI00134809,Q9D2G2,"DIHYDROLIPOAMIDE SUCCINYLTRANSFERASE COMPONENT OF 2-OXOGLUTARATE DEHYDROGENASE COMPLEX, MITOCHONDRIAL ",4.84984087385708,4,0.10320193760798,0.41113264462545,0.76950866426221,1,0.59905165957593,0.40271773231751,0.20276754287823,0.05831134592108
IPI00134870,Q9QXD1,"Acyl-coenzyme A oxidase 2, peroxisomal ",3.35936439535368,4,0.86298533672765,0.54163465162772,0.530965038499,0.29623590270922,0.14210541433439,0.09470315114985,0.09670712455984,0.05755372663933
IPI00134961,P45952,"Acyl-CoA dehydrogenase, medium-chain specific, mitochondrial precursor ",4.22029956750512,5,0.14623313138251,0.460214699174,0.65426643976982,1,0.75145483945697,0.39579429027858,0.11838821017322,0.03734861915995
IPI00135231,O88844,"Isocitrate dehydrogenase [NADP] cytoplasmic ",3.23617357965505,3,0.63116691117872,0.7186940112583,0.64599950211135,0.37737174105671,0.36738041203971,0.24524542362389,0.25664338492741,0.13653861056629
