SeqID	Mono_NLS_Signal26	Transmembrane_signal2	AutoCorrelatuion|d=2|0-100|volume	AutoCorrelatuion|d=3|0-20|hydrophob	AutoCorrelatuion|d=1|-90--1|hydrophob	AutoCorrelatuion|d=6|0-50|charge	AutoCorrelatuion|d=2|0--1|charge	hist_normed|0-20|aminoacid|A	hist_normed|0-20|aminoacid|C	Paacount|d=5|0-100|aminoacid|L	hist|0-110|aminoacid|W	maxPaacount|0-150|aminoacid|K	hist|0-160|aminoacid|D	maxPaacountNormed|-60--1|aminoacid|S	maxPaacount|0--1|aminoacid|I	maxPaacountNormed|0-50|hydrophob|2	Paacount|d=4|0-190|hydrophob|2	Paacount|d=4|0-40|polar|1	hist_normed|0-30|charged|1	hist_normed|0-90|charged|2	maxPaacountNormed|-80--1|charged|2	minPaacount|50--40|charged|2	maxPaacountNormed|0-10|size|0	hist|0-170|aliphatic_helix|2	0005737	0003824	0005783	0003676	0043234	0006096	0002119	n114	n116	n117	n118	n119	n121	GO:0005739	GO:0005783	GO:0005764	
Q8CJF7	75.558	4.217	16962.748776	0.276596	0.213578	32.440618	36.838107	0.006579	0	0.010526	1	0.006944	5	0.017241	0.003125	0.061224	0.129032	0.166667	0.024476	0.028662	0.076923	0.000838	0.041667	52	0	0	0	0	0	0	0	0.047888	0.053549	0.063963	0.585966	0.150607	0.053397	0	0	0	Nucleus_-_Chromatin
Q8BI84	60.654	9.317	18416.544286	0.616877	0.270168	34.670288	34.529646	0.034188	0	0.010526	4	0.013699	13	0.017857	0.00364	0.265306	0.080645	0.055556	0.002688	0.03861	0.006667	0.000924	0.222222	64	0	0	0	0	0	0	0	0.129518	0.275025	0.219012	0.153117	0.067394	0	0	0	0	Endoplasmic_reticulum
O88986	27.996	3.524	15475.263163	0.273961	0.270954	39.322214	37.863327	0.085106	0	0	3	0.006897	6	0.004545	0.007538	0.102041	0.086022	0.055556	0.022222	0.189655	0.025974	0.000684	0.222222	58	1	1	1	0	0	0	0	0.019749	0.096845	0.472388	0.348318	0.0627	0	1	0	0	Mitochondrion
Q9D0R4	68.928	5.293	17728.535306	0.17679	0.234848	34.217365	39.391746	0.02	0	0.021053	1	0.007634	8	0	0.003795	0.061224	0.096774	0.055556	0.092308	0.12766	0.141026	0.000886	0.0625	55	0	0	0	1	0	0	0	0.062246	0.071508	0.050407	0.116399	0.544665	0.077468	0	0	0	Nucleus_-_Nucleolus
Q91W90	30.916	5.019	16820.973265	0.430321	0.242157	37.449656	35.770851	0.076923	0	0.010526	2	0.007299	10	0.011905	0.002421	0.102041	0.069892	0.055556	0	0.206897	0.013333	0.000378	0	62	0	0	1	0	0	0	1	0.135353	0.200999	0.217577	0.125976	0.071059	0.023295	0	0	0	Endoplasmic_reticulum
Q922B2	45.94	2.963	18280.517449	0.147166	0.244302	38.174959	36.867828	0.057143	0	0	1	0.022901	11	0	0.010288	0.081633	0.075269	0.277778	0.083333	0.230769	0.025641	0.000718	0.111111	64	1	0	0	1	0	0	0	0.047733	0.06325	0.06134	0.112158	0.104718	0.541642	0	0	0	Cytosol
O54734	32.424	6.979	18130.384184	0.346315	0.312044	37.481828	35.941546	0.103448	0.2	0.031579	1	0.007194	15	0.017241	0.007092	0.22449	0.102151	0.055556	0.019608	0.215686	0.019481	0.000227	0	58	0	0	1	0	0	0	1	0.134497	0.24858	0.210021	0.205374	0.042064	0.021928	0	0	0	Endoplasmic_reticulum
Q9WTI7	42.5	3.855	19003.08398	0.335106	0.249339	38.861211	38.86303	0.013514	0	0	0	0	6	0.008772	0.006686	0.083333	0.096774	0.055556	0.02381	0.065574	0.012987	0.001268	0	51	1	0	0	0	1	0	1	0.298762	0.194689	0.079327	0.063524	0.017893	0.031533	0	0	0	Plasma_membrane
P70227	64.556	8.913	18010.783674	0.369791	0.198543	30.794089	36.350024	0.006711	0	0	1	0.042254	11	0.004545	0.006002	0.122449	0.102151	0.055556	0.008721	0.034121	0.038462	0.000883	0.111111	59	0	0	1	0	0	0	0	0.168279	0.255452	0.186918	0.145989	0.04866	0	0	0	0	Endoplasmic_reticulum
Q9CW03	38.72	3.388	18739.085102	0.273483	0.238191	38.410477	37.092143	0	0	0	0	0.021739	10	0.001587	0.005804	0.163265	0.075269	0.111111	0.009302	0.056277	0.025641	0.001756	0	61	0	0	0	0	0	0	0	0.071221	0.081297	0.073564	0.445938	0.210298	0.042217	0	0	0	Nucleus_-_Chromatin
Q6ZWV7	56.602	1.545	20658.064184	0.114163	0.195887	42.522878	48.611132	0.2	0	0	0	0.060345	4	0	0.017241	0.042553	0.05	0.222222	0.5	0.636364	0.128205	0	0.041667	27	1	0	0	0	0	0	1	0.194063	0.203522	0.109172	0.134178	0.09181	0.066797	0	0	0	60S_Ribosome
Q91VE0	23.012	4.731	20206.847857	0.451972	0.261728	40.381779	37.667374	0.045455	0	0.042105	3	0.014925	4	0	0.004769	0.244898	0.177419	0.027778	0	0.184783	0.051282	0.000349	0.333333	38	0	1	1	0	0	0	0	0.218953	0.191068	0.249963	0.120935	0.016975	0.01231	0	1	0	Endoplasmic_reticulum
P61358	44.95	2.516	18642.680204	0.35601	0.226242	40.932208	45.337574	0.090909	0	0	0	0.046512	8	0	0.008403	0.163265	0.067669	0.111111	0.083333	0.564103	0.076923	0	0.041667	31	0	0	0	0	0	0	1	0.101697	0.170911	0.149579	0.142746	0.19924	0.116536	0	0	0	60S_Ribosome
Q91ZA3	35.152	2.945	18530.096327	0.2526	0.270188	42.030185	36.988493	0.064516	0	0	2	0.027397	6	0	0.00838	0.122449	0.069892	0.111111	0	0.17757	0.013158	0.00108	0.111111	51	1	1	0	0	0	0	0	0.050008	0.08781	0.388989	0.271227	0.118522	0.017644	1	0	0	Mitochondrion
Q3TWN3	47.528	8.743	15204.338469	0.232166	0.204182	41.555196	36.338252	0.086207	0.111111	0.021053	2	0.007353	4	0.017241	0.009195	0.040816	0.064516	0.055556	0.018519	0.071429	0.017544	0.000688	0.111111	50	0	0	0	0	0	0	0	0.182358	0.075788	0.082701	0.054403	0.019481	0.349503	0	0	0	Plasma_membrane
Q9D6R2	27.952	3.835	16302.455408	0.336063	0.256184	38.31866	36.330547	0.085714	0	0	3	0.015267	5	0.001773	0.016901	0.061224	0.096774	0.055556	0	0.229167	0.025641	0.000479	0.333333	52	1	1	0	0	0	0	0	0.023306	0.071234	0.42035	0.311518	0.131376	0.00684	1	0	0	Mitochondrion
P16125	27.52	4.212	16530.675816	0.176815	0.26849	33.694355	35.922853	0.217391	0	0.010526	0	0.015038	10	0.001773	0.012346	0.0625	0.129032	0	0.097561	0.214286	0.012987	0.000245	0.0625	53	1	1	0	0	0	1	0	0.134156	0.078549	0.055455	0.027482	0.011109	0.473763	1	0	0	Cytosol
Q6ZQL4	52.888	3.515	15777.468061	0.345517	0.059153	33.119208	35.655796	0.121951	0.058824	0	2	0.014184	9	0.017241	0.00607	0.041667	0.05914	0.027778	0.018692	0.122449	0.003333	0.000647	0.666667	62	0	0	0	0	0	0	0	0.118857	0.128972	0.089519	0.274938	0.12439	0.166991	0	0	0	Nucleus_-_Nucleolus
Q9DCW4	49.742	2.016	17358.709694	0.326295	0.219946	38.324574	37.852002	0.153846	0	0.010526	0	0.020548	10	0.011905	0.004237	0.081633	0.145161	0.166667	0.078947	0.404762	0.038462	0.000417	0.047619	50	0	0	0	0	0	0	0	0.044119	0.159522	0.366199	0.270003	0.045468	0.067194	1	0	0	Mitochondrion
P24547	38.116	3.166	16347.295102	0.236968	0.232982	28.83965	36.882628	0.041667	0	0.010526	0	0.013423	13	0.017241	0.00994	0.102041	0.096774	0.027778	0.064516	0.041667	0.038462	0.001153	0.222222	52	1	1	0	0	0	0	0	0.058655	0.047559	0.023165	0.02037	0.013153	0.781189	0	0	0	Cytosol
Q8BJZ4	33.592	4.396	16403.032551	0.268198	0.190824	44.717035	38.146005	0.147059	0.111111	0	1	0.022222	8	0.017241	0.003289	0.040816	0.080645	0.055556	0	0.296296	0.012821	0	0.333333	58	0	0	0	0	0	0	0	0.016171	0.090731	0.437167	0.314978	0.124586	0	1	0	0	Mitochondrion
Q8JZQ2	50.142	6.039	17821.756837	0.217578	0.192953	42.311413	37.701503	0.017857	0.2	0	1	0.022901	7	0.003145	0.003822	0.163265	0.11828	0.055556	0	0.16	0.025974	0.001039	0.0625	50	1	0	1	0	1	0	1	0.037624	0.115164	0.438482	0.276688	0.058361	0.036447	1	0	0	Mitochondrion
Q8JZQ9	40.396	3.047	12901.640102	0.161303	0.165596	28.744628	35.398729	0.101695	0	0	0	0	11	0	0.008838	0.010417	0.026882	0.138889	0.05036	0.044248	0.038462	0.000895	0.041667	95	0	0	0	1	0	0	0	0.087969	0.075667	0.058722	0.069476	0.090832	0.517547	0	0	0	Cytosol
Q9QUM9	37.108	3.026	16977.411429	0.196381	0.245108	37.692874	36.074562	0.047619	0	0	1	0.014706	9	0.004545	0.012295	0.040816	0.091398	0.055556	0.09375	0.382353	0.038462	0	0.444444	48	1	0	0	0	1	0	1	0.060178	0.028471	0	0.028489	0.043324	0.771504	1	0	0	Proteasome
Q99JY0	33.82	3.142	17475.503061	0.268167	0.291566	41.451201	37.947973	0.017857	0	0.021053	1	0.013699	6	0.008772	0.004329	0.020833	0.123656	0.055556	0	0.223881	0.025641	0.00043	0	51	1	1	0	0	0	0	0	0.034819	0.103995	0.440978	0.32074	0.060443	0.004335	1	1	0	Mitochondrion
Q3TDQ1	49.736	10.16	15247.161735	0.162499	0.204595	39.834	37.539481	0.032258	0	0.021053	4	0.006757	2	0	0.008557	0.020408	0.155914	0.083333	0.030303	0.093458	0.115385	0.000698	0.111111	59	0	0	0	0	0	0	0	0.095581	0.262649	0.264999	0.215122	0.045868	0	0	1	0	Endoplasmic_reticulum
Q9D051	42.842	5.132	17524.886327	0.299075	0.284191	41.678021	36.900792	0.066667	0	0.010526	1	0.007463	6	0	0.014124	0.061224	0.11828	0.138889	0	0.355556	0.012821	0	0.111111	48	0	1	0	0	0	1	0	0.018239	0.114422	0.48292	0.259512	0.101661	0.003338	1	0	0	Mitochondrion
P17809	31.804	8.774	17193.176633	0.268505	0.368882	35.408026	36.927202	0.054054	0	0	2	0.006803	1	0.008772	0.012552	0.102041	0.204301	0.111111	0.03125	0.162791	0.006494	0.000144	0.111111	38	1	0	0	0	0	0	0	0.249778	0.189658	0.106261	0.076873	0.013843	0.003774	0	0	0	Plasma_membrane
Q8VHE0	101.776	7.493	21570.098878	0.290861	0.174684	33.572924	36.08124	0.02381	0	0.010526	3	0.015038	8	0.003145	0.007968	0.142857	0.086022	0.055556	0.016129	0.097345	0.008772	0.001211	0.111111	51	0	0	0	0	0	0	0	0.145544	0.302723	0.208309	0.192166	0.025584	0.005221	0	0	0	Endoplasmic_reticulum
P43406	24.908	11.01	16204.778367	0.345416	0.365566	35.932547	35.805457	0.025641	0	0.031579	0	0.014815	8	0	0.005842	0.163265	0.075269	0.083333	0.008197	0.051282	0.012821	0.000599	0.111111	59	0	0	0	0	0	0	1	0.207728	0.197373	0.118336	0.072697	0.021492	0	0	0	0	Plasma_membrane
Q9CZX8	38.264	2.059	17830.151735	0.246031	0.198257	37.798164	42.227914	0.1875	0	0	2	0.030303	7	0.011905	0	0.061224	0.049296	0.111111	0.142857	0.545455	0.051282	0	0	41	1	0	0	0	0	0	1	0.072991	0.11705	0.100438	0.113419	0.300608	0.17427	0	0	0	40S_Ribosome
P84099	93.76	1.719	19569.512449	0.220871	0.162733	41.919229	48.595353	0.066667	0.333333	0.021053	2	0.033784	5	0	0.010695	0.122449	0.080645	0.194444	0.1	0.385714	0.128205	0.005981	0	41	1	0	0	0	0	0	1	0.084373	0.162214	0.157988	0.16026	0.222193	0.125128	0	0	0	60S_Ribosome
Q9CXT8	34.364	2.595	16808.685102	0.169751	0.247677	47.472958	37.088705	0.104167	0	0.010526	2	0.007576	5	0	0.010417	0.040816	0.086022	0.083333	0.017241	0.173913	0.025641	0.000398	0.333333	54	0	1	0	0	0	0	1	0.029939	0.125803	0.435968	0.273613	0.08876	0.011385	1	0	0	Mitochondrion
Q5XJY4	33.936	5.375	17874.260204	0.30839	0.360886	41.899947	38.882411	0.085714	0.125	0	3	0.014388	4	0	0.013889	0.081633	0.139785	0.083333	0.047619	0.3	0.013158	0.000261	0.0625	52	0	0	0	0	0	0	0	0.024501	0.112367	0.448108	0.24793	0.112491	0.004762	1	0	0	Mitochondrion
Q9WU79	48.038	5.94	18036.673265	0.303294	0.311107	41.808815	38.051554	0.067797	0	0.031579	1	0.007576	4	0.017241	0.005102	0.061224	0.112903	0.055556	0.013514	0.16129	0.051282	0.000633	0	58	0	0	0	0	0	0	0	0.035902	0.123665	0.464398	0.262508	0.0733	0	1	0	0	Mitochondrion
P13595	37.328	7.449	17549.409592	0.423598	0.212434	33.619158	34.346508	0.008929	0	0.010526	3	0.021898	14	0.004545	0.006358	0.183673	0.096774	0	0.02	0.063636	0.004386	0.000408	0	60	0	0	0	0	0	0	0	0.226654	0.158749	0.08653	0.048752	0.021223	0.010778	0	0	0	Plasma_membrane
Q99L13	44.792	2.898	16405.800714	0.324999	0.279804	41.695771	36.360552	0.117647	0	0	2	0.027397	6	0.017241	0.006173	0.061224	0.112903	0	0	0.305556	0.012821	0	0.333333	51	0	1	0	0	0	0	0	0.052054	0.147864	0.366866	0.314126	0.0399	0.012516	1	0	0	Mitochondrion
Q8BK08	33.78	5.215	17396.337143	0.108275	0.328427	34.348496	37.166879	0.105263	0	0	2	0.007092	6	0.017241	0.00578	0.020833	0.080645	0	0.1	0.423077	0.064103	0	0.111111	52	0	0	0	0	0	0	0	0.05606	0.110802	0.248189	0.384372	0.099119	0	1	0	0	Mitochondrion
O70309	25.992	7.699	15816.919388	0.499206	0.307849	34.322672	35.419393	0.058824	0.033898	0.031579	1	0.007463	7	0.005952	0.006321	0.183673	0.134409	0	0	0.112245	0.025641	0.000631	0.041667	61	0	0	0	0	0	0	0	0.311993	0.192561	0.105097	0.056472	0.010236	0	0	0	0	Plasma_membrane
Q8BYU6	44.036	4.88	15197.263674	0.1392	0.254821	30.826784	33.910748	0	0.142857	0.021053	0	0.006897	17	0.017544	0.002045	0.020408	0.010753	0.166667	0.047619	0.142857	0.008108	0.000446	0.0625	101	0	0	0	0	0	0	0	0.182835	0.278884	0.168586	0.140254	0.026004	0.007438	0	1	0	Endoplasmic_reticulum
Q571H0	78.816	4.612	16992.141225	0.18082	0.276513	39.428985	36.74959	0.021739	0	0	0	0.022388	5	0.017241	0.004425	0.020408	0.123656	0.083333	0.011952	0.045902	0.012987	0.001019	0.111111	50	0	0	0	0	0	0	0	0.01725	0.05139	0.067097	0.244544	0.361772	0.240797	0	0	0	Nucleus_-_Nucleolus
P05064	37.408	3.521	17833.953265	0.272146	0.279371	37.678354	36.862079	0.047619	0	0.010526	0	0.022059	10	0.008772	0.005764	0.040816	0.075269	0.083333	0.076923	0.27451	0.025641	0.000456	0	55	1	1	0	0	0	1	0	0.078358	0.064345	0.03234	0.027684	0.011251	0.708714	1	0	0	Cytosol
Q9WV54	31.4	4.206	18276.393265	0.398542	0.256044	36.500493	36.704874	0.3125	0.125	0.010526	4	0.007092	7	0.002222	0.010582	0.061224	0.166667	0.027778	0.075	0.192308	0.025641	0.000216	0.0625	55	1	0	0	0	0	0	0	0.218674	0.345371	0.170725	0.06335	0.019035	0.013983	0	0	1	Lysosome
Q3U186	36.14	3.813	17678.341633	0.285046	0.294173	36.226183	37.00127	0.081081	0.181818	0.021053	0	0.022059	8	0.003145	0.003578	0.072917	0.145161	0.027778	0.014925	0.151163	0.025641	0.001203	0.125	59	1	0	0	0	0	0	0	0.026249	0.123806	0.457969	0.326384	0.03125	0.009571	1	0	0	Mitochondrion
Q99LC5	25.984	3.37	16090.347755	0.30059	0.30687	38.602147	36.677801	0.111111	0	0.031579	0	0.029851	7	0.001773	0.009464	0.061224	0.086022	0.027778	0.029412	0.27907	0.025641	0.000291	0.222222	44	0	0	0	0	0	0	0	0.048974	0.131463	0.411788	0.268429	0.044804	0.030522	1	0	0	Mitochondrion
Q80UM7	54.346	5.397	15853.580918	0.121035	0.271914	47.68814	38.326741	0.077922	0	0.010526	3	0.006897	4	0.001401	0.001212	0.061224	0.086022	0.138889	0.051282	0.147826	0.025641	0.00058	0.0625	44	0	0	1	0	0	0	0	0.149119	0.169174	0.298393	0.194347	0.028932	0.007112	0	0	0	Endoplasmic_reticulum
Q8K2M0	33.276	3.996	19641.87551	0.344309	0.22997	37.828127	39.09489	0.133333	0.166667	0	4	0.013793	6	0	0.002646	0.061224	0.053763	0	0	0.28169	0.038462	0.001221	0.222222	54	0	0	0	0	0	0	0	0.075371	0.103299	0.303383	0.195387	0.160532	0	1	0	0	Mitochondrion
Q8BIJ6	26.64	3.568	16206.801122	0.312666	0.231203	42.19041	36.669317	0.069767	0.047619	0	3	0.022388	7	0.017241	0.004016	0.102041	0.075269	0.027778	0	0.096296	0.012987	0.000815	0.04	56	1	1	0	0	0	0	0	0.041196	0.098751	0.444508	0.27817	0.091366	0	1	0	0	Mitochondrion
P63038	30.736	3.29	17723.916225	0.299644	0.293087	43.071427	36.514189	0.032787	0	0.010526	1	0.022059	10	0	0.010676	0.081633	0.096774	0.083333	0.012346	0.197531	0.008772	0.000817	0	46	1	0	0	0	0	0	0	0.02683	0.123416	0.476951	0.281002	0.056524	0.004379	1	0	0	Mitochondrion
Q8BP40	27.668	3.999	18991.356429	0.392113	0.307471	40.97168	37.273056	0.04	0.125	0.010526	2	0.014815	4	0.008772	0.0025	0.163265	0.102151	0.083333	0.020408	0.233333	0.012987	0.00017	0	57	0	0	0	0	0	0	0	0.039988	0.131034	0.40498	0.315692	0.0576	0.011219	1	0	0	Mitochondrion
Q3UMR5	33.16	6.71	15279.206633	0.308824	0.275162	41.362195	38.168202	0.133333	0.142857	0	1	0	10	0	0.006024	0.122449	0.096774	0	0	0.2	0.038462	0.000241	0.444444	55	0	0	0	0	0	0	0	0.049052	0.097984	0.46763	0.248655	0.070858	0.02415	1	0	0	Mitochondrion
Q91YQ5	22.696	6.884	15889.377245	0.582388	0.195347	34.207878	36.425158	0.083333	0.25	0.042105	0	0.014286	5	0.017241	0.008432	0.183673	0.11828	0.055556	0.025	0.102273	0.025641	0.000842	0.047619	63	0	0	0	0	0	0	0	0.11698	0.240563	0.233166	0.186708	0.06175	0.007414	0	1	0	Endoplasmic_reticulum
Q9D1B9	40.628	2.503	19235.936735	0.256631	0.223046	44.754315	39.628305	0	0	0.010526	3	0.027211	8	0	0.004202	0.061224	0.102151	0.138889	0	0.377358	0.025641	0.000464	0	53	0	0	0	0	0	0	0	0.008537	0.027046	0.350771	0.38172	0.200202	0.012386	1	0	0	Mitochondrion
Q9DC61	24.068	4.062	15956.597041	0.351971	0.23321	43.01755	36.988324	0.166667	0.1	0	1	0.014815	8	0.017241	0.005906	0.081633	0.091398	0	0	0.155844	0.035088	0.000848	0.222222	51	0	1	0	0	0	0	0	0.062226	0.11804	0.401327	0.279097	0.060458	0.011737	1	0	0	Mitochondrion
Q99KR7	23.652	2.574	15328.76102	0.338432	0.268419	38.712588	37.86306	0.142857	0.142857	0.010526	0	0.007634	6	0.008772	0.005263	0.102041	0.091398	0.083333	0	0.366667	0.051282	0	0.041667	50	1	0	1	1	0	0	0	0.017403	0.12409	0.476742	0.288624	0.075346	0	1	0	0	Mitochondrion
Q9CZM2	58.04	2.599	20732.58051	0.22524	0.213174	49.417475	47.804636	0.066667	0	0	2	0.014925	5	0.003704	0.010256	0.102041	0.080645	0.138889	0.166667	0.451613	0.153846	0.002401	0.111111	45	1	0	0	0	0	0	1	0.090393	0.14009	0.145709	0.119453	0.269731	0.111141	0	0	0	60S_Ribosome
Q61316	29.3	3.104	15946.90398	0.336983	0.186218	35.018469	35.584345	0.046154	0.066667	0	0	0.014184	7	0.001672	0.004796	0.0625	0.080645	0.111111	0.021583	0.090164	0.025974	0.001077	0.047619	52	1	0	1	0	0	0	1	0.071887	0.086673	0.032031	0.024325	0.009491	0.722527	0	0	0	Cytosol
Q8C7V3	54.346	4.92	18418.042755	0.349727	0.259265	35.485122	37.714642	0.064516	0	0	1	0.014599	11	0.003704	0.005792	0.041667	0.032258	0.083333	0.032258	0.141176	0.012821	0.00133	0.111111	57	0	0	0	0	0	0	0	0.126348	0.122045	0.062591	0.288211	0.077462	0.246569	0	0	0	Nucleus_-_Nucleolus
P14869	39.964	3.807	19251.205408	0.263191	0.303939	38.595483	36.215227	0.02381	0	0.010526	1	0.021739	7	0.005952	0.013378	0.122449	0.096774	0.138889	0.111111	0.459459	0.012821	0	0	48	1	0	0	0	0	0	1	0.080955	0.188982	0.18548	0.213574	0.170021	0.103381	0	0	0	60S_Ribosome
Q6PR54	81.414	7.037	16739.437551	0.248511	0.221973	29.762411	35.725908	0.006494	0	0.010526	1	0.014286	5	0.009091	0.00457	0.040816	0.139785	0.111111	0.017544	0.024465	0.012987	0.000996	0.125	65	0	0	0	0	0	0	0	0.02497	0.042701	0.07254	0.641843	0.159088	0.032236	0	0	0	Nucleus_-_Chromatin
P11499	66.744	4.149	18468.155	0.181261	0.216649	30.072725	35.369301	0.052632	0	0	0	0.014925	10	0.002451	0.007082	0.122449	0.080645	0.111111	0.047297	0.082645	0.017544	0.001713	0	60	1	0	1	0	0	0	0	0.093822	0.068479	0.033303	0.029129	0.008704	0.674421	1	0	0	Cytosol
Q9DCS9	43.92	2.277	20394.432551	0.183561	0.179097	33.739082	37.872576	0.0625	0	0	3	0.007634	11	0	0.006289	0.061224	0.069364	0.083333	0.142857	0.40625	0.025641	0.00084	0	63	0	0	0	0	0	0	0	0.057307	0.125354	0.404374	0.301096	0.031099	0.027906	1	0	0	Mitochondrion
Q791V5	28.212	5.088	17365.243265	0.348015	0.358502	36.042375	36.394927	0.176471	0	0.021053	0	0.014388	3	0.009091	0.013937	0.163265	0.150538	0.083333	0.047619	0.3	0.012821	0	0.222222	50	0	0	0	0	0	0	0	0.04397	0.130053	0.408393	0.280226	0.078094	0.003361	1	0	0	Mitochondrion
P12970	66.024	3.183	20542.093878	0.265196	0.235033	45.572645	43.731358	0.137931	0	0	1	0.051471	5	0	0.008097	0.061224	0.091398	0.194444	0.045455	0.373134	0.051282	0.001235	0.0625	46	1	0	0	0	0	0	0	0.097382	0.168794	0.146583	0.151386	0.190184	0.128709	0	0	0	60S_Ribosome
Q8VEM8	23.468	5.413	16437.446327	0.329884	0.331209	41.264513	38.484575	0.108108	0	0.010526	0	0.014388	4	0.001355	0.005797	0.021277	0.096774	0.027778	0.035714	0.270833	0.025641	0	0.111111	51	0	0	0	0	0	0	0	0.02412	0.104544	0.444094	0.287135	0.102491	0.000613	1	0	0	Mitochondrion
Q9ERS2	36.004	4.428	19964.208265	0.270552	0.270964	39.860282	38.67578	0.2	0	0.021053	3	0.007813	5	0	0.007937	0.061224	0.099291	0.111111	0.111111	0.695652	0.012987	0	0.222222	42	0	0	0	0	0	0	0	0	0.092983	0.457957	0.312474	0.108079	0	1	0	0	Mitochondrion
P45952	40.884	2.57	18369.649388	0.250446	0.254979	39.059364	37.253201	0.056604	0.222222	0	1	0.013423	3	0	0.009901	0.052083	0.080645	0.138889	0.02	0.290323	0.013158	0.000373	0.222222	55	0	0	0	0	0	0	0	0.033183	0.117663	0.433799	0.316341	0.054922	0.012544	1	0	0	Mitochondrion
P53026	84.726	3.625	19499.69102	0.181654	0.300053	39.374791	41.22677	0.076923	0	0.010526	0	0.040816	9	0.001453	0.009346	0.040816	0.112903	0.277778	0.181818	0.42	0.025641	0.002232	0.111111	54	1	0	0	0	0	0	0	0.109617	0.190325	0.154591	0.174291	0.131465	0.139086	0	0	0	60S_Ribosome
Q02053	55.276	3.831	15338.013367	0.173788	0.258382	37.441942	35.631114	0	0	0.010526	1	0.007143	7	0.005952	0.004771	0.014184	0.075269	0.027778	0.007752	0.088	0.051282	0.000166	0.222222	69	1	1	0	0	0	0	0	0.048591	0.041951	0.00548	0.003768	0	0.854807	0	0	0	Cytosol
P12787	29.544	2.56	16787.966122	0.248834	0.233302	37.831258	36.732738	0.363636	0.2	0.010526	2	0.007576	9	0	0.015748	0.040816	0.090909	0.055556	0	0.565217	0.025641	0	0.222222	46	0	0	0	0	0	0	0	0.030879	0.12239	0.470863	0.294924	0.048023	0.004122	1	0	0	Mitochondrion
Q99MR8	29.372	3.636	17681.05551	0.251559	0.254862	41.276044	37.504607	0.089552	0	0	2	0.007634	5	0.001316	0.005731	0.122449	0.048387	0.083333	0.022727	0.133929	0.025641	0.00121	0.444444	51	1	1	0	0	0	0	0	0.06695	0.090894	0.398797	0.212011	0.093039	0.037465	1	0	0	Mitochondrion
P70404	29.164	4.469	16485.274796	0.35758	0.225801	41.491937	38.452954	0.166667	0	0.010526	1	0.014706	6	0.004545	0.010336	0.081633	0.091398	0.055556	0.028571	0.245902	0.025641	0.000692	0.222222	58	1	1	0	0	0	0	0	0.034533	0.10177	0.380199	0.330167	0.090902	0.019709	1	0	0	Mitochondrion
P48771	30.5	5.708	18206.025488	0.252963	0.295767	41.442984	40.060347	0.166667	0	0	0	0.015385	2	0	0.012821	0.040816	0.05	0.25	0.333333	0.933333	0.038462	-1	0	22	0	0	0	0	0	0	0	0.05069	0.147336	0.44309	0.196952	0.077141	0.018561	1	0	0	Mitochondrion
O70503	58.974	3.674	17407.031225	0.428637	0.319755	35.846818	38.355724	0.227273	0.2	0.010526	3	0.013514	8	0.008772	0.013378	0.142857	0.11828	0	0.038462	0.209302	0.051282	0.000542	0.222222	47	1	1	1	0	0	0	1	0.145323	0.269474	0.210327	0.169048	0.041985	0.003942	0	0	0	Endoplasmic_reticulum
Q8BJY1	33.324	4.573	18941.381327	0.276301	0.281435	35.6619	35.481049	0.113636	0	0.021053	0	0.007634	3	0.004082	0.007984	0.06383	0.134409	0.138889	0.0625	0.232143	0.012987	0.000178	0.125	62	0	0	0	0	0	0	0	0.044616	0.035707	0.021593	0.020691	0.010588	0.823433	0	0	0	Proteasome
Q8VDN2	69.192	12.698	17547.066327	0.155434	0.382387	38.013345	35.71476	0.024691	0	0.010526	2	0.030303	11	0	0.011952	0.020833	0.112903	0.361111	0.03876	0.175	0.038462	0.000271	0.125	55	0	0	0	0	0	0	0	0.204112	0.154409	0.105488	0.078279	0.033347	0.002795	0	1	0	Plasma_membrane
Q99JR1	31.74	7.049	17995.983878	0.192437	0.356841	35.76904	37.264733	0	0	0.021053	2	0.007353	6	0.017241	0.009709	0.081633	0.091398	0.083333	0.125	0.361111	0.038462	0	0.111111	53	0	0	0	0	0	0	0	0.043466	0.133996	0.426691	0.277641	0.053874	0.014926	1	0	0	Mitochondrion
Q9JLB0	53.51	3.365	18117.977755	0.250991	0.261622	33.017337	36.531249	0.030303	0	0.021053	0	0.014599	9	0.002222	0.009328	0.122449	0.123656	0.166667	0.075949	0.094118	0.025641	0.001336	0	72	1	0	0	0	0	0	0	0.206701	0.136474	0.102042	0.079794	0.060094	0.033675	0	0	0	Plasma_membrane
Q03145	42.246	6.467	19272.896633	0.474503	0.255062	34.820797	36.211923	0.069444	0.074074	0.010526	5	0.007519	12	0	0.004162	0.163265	0.134409	0	0.016949	0.057377	0.025641	0.000606	0.0625	52	1	0	0	0	0	0	0	0.232739	0.227262	0.12398	0.074084	0.02405	0.00271	0	0	0	Plasma_membrane
Q62470	48.89	8.515	17431.47051	0.357492	0.341159	39.636415	36.622291	0.04	0.045455	0.021053	1	0.007194	11	0.001894	0.003802	0.142857	0.075269	0.027778	0	0.094488	0.025974	0.000592	0.0625	48	0	0	0	0	0	0	0	0.261119	0.157571	0.08717	0.06522	0.016461	0.012469	0	0	0	Plasma_membrane
