,"Protein.Description","Peptides","PSMs","X113","X114","X115","X116","X117","X118","X119","X121","n113","n114","n115","n116","n117","n118","n119","n121","GOannotation","Training"
"sp|P70206|PLXA1_MOUSE","Plexin-A1",3,3,6075.105296,4487.754201,1136.388508,2953.506043,2166.403142,2137.654607,2087.516476,1332.011032,0.2714968348,0.2005580153,0.0507852733,0.1319923694,0.0968166916,0.0955319178,0.0932912416,0.0595276561,"PLM",
"sp|P70349|HINT1_MOUSE","Histidine triad nucleotide-binding protein 1",3,3,23186.831,40246.08918,8326.014666,26609.60385,12630.94317,10118.84498,8694.816104,745357.2684,0.0264940756,0.0459865743,0.0095135925,0.0304050543,0.0144325528,0.0115621425,0.0099349978,0.8516710103,"NUC",
"sp|P70452|STX4_MOUSE","Syntaxin-4",3,3,75678.08973,54764.45565,10887.84889,42529.63899,26350.41338,17193.17763,6559.78026,6839.276341,0.3142742824,0.2274246094,0.0452148159,0.1766161358,0.1094274087,0.0713994444,0.0272413091,0.0284019942,"PLM-GOL",
"sp|P85094|ISC2A_MOUSE","Isochorismatase domain-containing protein 2A, mitochondrial",3,3,3452.553317,4446.569756,1719.735763,7170.986041,23325.40775,22610.47674,4204.560496,611.6608407,0.0511171691,0.0658341921,0.0254617426,0.1061708459,0.345346966,0.3347619739,0.0622510966,0.0090560138,"MIT-NUC",
"sp|P97287|MCL1_MOUSE","Induced myeloid leukemia cell differentiation protein Mcl-1 homolog",3,3,4329.360199,5123.925746,1433.690695,7731.279062,8255.504301,7438.762612,2515.688193,1855.052839,0.1119181732,0.1324584656,0.0370622993,0.1998610855,0.2134128179,0.1922992506,0.0650329873,0.0479549207,"MIT-NUC",
"sp|P97314|CSRP2_MOUSE","Cysteine and glycine-rich protein 2",3,3,43742.12205,22217.47957,12452.47035,13496.20276,8806.461181,11644.154,14329.19666,6416.882711,0.3286287679,0.1669169806,0.09355376,0.1013951833,0.0661617761,0.0874809863,0.1076533561,0.0482091897,"NUC",
"sp|P97450|ATP5J_MOUSE","ATP synthase-coupling factor 6, mitochondrial",3,3,79209.14467,68356.08696,18771.74644,139962.4878,377599.0112,243156.7034,67416.07152,7131.237192,0.079082416,0.0682467223,0.018741713,0.1397385583,0.376994881,0.2427676708,0.0673082108,0.0071198277,"null",
"sp|P99024|TBB5_MOUSE","Tubulin beta-5 chain",3,3,9406.153155,7954.738269,3063.494229,7178.732875,4466.136072,7802.658164,4994.228096,54089.1459,0.0950545793,0.0803871984,0.0309583685,0.0725452183,0.0451328698,0.0788503416,0.050469543,0.5466018812,"CYT-SKE",
"sp|Q00547|HMMR_MOUSE","Hyaluronan mediated motility receptor (multiple isoforms)",3,3,8411.213555,8928.377483,3650.87829,12228.08323,14561.84573,23235.8878,20584.59441,17498.01047,0.0770971499,0.0818374724,0.0334639359,0.1120825622,0.13347382,0.212980055,0.1886783104,0.1603866943,"PLM-CYT",
"sp|Q01768|NDKB_MOUSE","Nucleoside diphosphate kinase B",3,3,30995.72934,45911.46779,15499.04437,71095.33979,59700.96507,44650.44636,23637.97944,978737.2178,0.0244017017,0.0361442677,0.0122017796,0.0559705259,0.0470001891,0.0351515159,0.0186092386,0.7705207816,"PLM-MIT",
"sp|Q05186|RCN1_MOUSE","Reticulocalbin-1",3,3,1649.669092,3070.345792,712.9662142,5113.830521,3424.339623,2739.40239,1154.516817,750.3608332,0.0886183654,0.1649355175,0.0382997419,0.2747092154,0.1839516674,0.1471576107,0.062019343,0.0403085388,"ERT",
"sp|Q3TCN2|PLBL2_MOUSE","Putative phospholipase B-like 2 (multiple isoforms)",3,3,17070.18227,21185.84047,2635.257452,19008.85862,13429.37697,8578.088992,2333.649553,2471.514753,0.1968589223,0.2443220381,0.0303906504,0.2192163717,0.1548719654,0.0989253265,0.0269124095,0.0285023161,"null",
"sp|Q3THK7|GUAA_MOUSE","GMP synthase [glutamine-hydrolyzing]",3,3,38065.86369,37865.39036,14174.42369,39813.42823,39338.22786,101719.8922,96441.35512,335134.2076,0.0541822114,0.0538968615,0.0201755995,0.0566696608,0.0559932698,0.1447861197,0.1372727525,0.4770235247,"null",
"sp|Q3TKT4|SMCA4_MOUSE","Transcription activator BRG1 (multiple isoforms)",3,3,5535.110341,5330.697968,1261.740286,7820.286371,6458.651672,30521.33066,12631.03436,8007.068795,0.0713600807,0.0687247432,0.0162666836,0.1008211638,0.0832666155,0.3934889251,0.1628425768,0.1032292113,"null",
"sp|Q3TRM4|PLPL6_MOUSE","Neuropathy target esterase (multiple isoforms)",3,3,4264.438198,6106.30026,3739.148624,10945.17142,9040.099649,7121.124339,3568.782975,3192.26916,0.0888844333,0.1272746873,0.0779357306,0.2281321275,0.1884243825,0.1484268435,0.0743847695,0.066537026,"ERT",
"sp|Q3TWN3|CNNM2_MOUSE","Metal transporter CNNM2 (multiple isoforms)",3,3,7572.790637,7439.292901,1474.999912,6879.030494,4563.486761,3532.61761,666.4545877,409.205146,0.2327376919,0.228634851,0.0453317795,0.2114160759,0.1402515171,0.1085693912,0.0204824232,0.0125762702,"PLM",
"sp|Q3UIL6|PKHA7_MOUSE","Pleckstrin homology domain-containing family A member 7 (multiple isoforms)",3,3,8658.498594,7885.831961,1175.793092,5540.510817,4702.373079,5444.74327,2398.390407,1512.369892,0.2320161854,0.2113115375,0.0315069668,0.1484654841,0.1260064493,0.1458992631,0.0642681162,0.0405259976,"PLM-SKE",
"sp|Q3UKJ7|SMU1_MOUSE","WD40 repeat-containing protein SMU1 (multiple isoforms)",3,3,2625.579048,3122.720569,1189.664678,4059.059777,5307.946566,8651.384793,9315.349612,7399.758321,0.0630066438,0.0749366669,0.0285486657,0.0974062212,0.127376054,0.2076093349,0.2235426563,0.1775737573,"NUC",
"sp|Q3URK3|TET1_MOUSE","Methylcytosine dioxygenase TET1",3,3,441.6937896,534.3502215,137.0181706,734.8290344,1037.509725,4077.612438,1718.425505,1366.844552,0.0439571388,0.0531782592,0.0136359779,0.0731298076,0.1032524343,0.4058018928,0.1710168225,0.1360276669,"NUC",
"sp|Q60634|FLOT2_MOUSE","Flotillin-2 (multiple isoforms)",3,3,11247.79176,12155.30402,2991.318921,14100.29376,10857.80208,12387.46028,5915.694113,3254.40149,0.1542693939,0.166716403,0.0410275161,0.1933929627,0.1489204799,0.1699005485,0.0811368636,0.0446358322,"END",
"sp|Q60760|GRB10_MOUSE","Growth factor receptor-bound protein 10 (multiple isoforms)",3,3,12730.60605,15375.12266,2066.615969,14754.00126,8991.485269,12258.58999,5144.495244,9786.379954,0.1569600593,0.1895652222,0.0254800254,0.1819072009,0.1108591418,0.1511404095,0.0634282669,0.1206596741,"CYT",
"sp|Q60931|VDAC3_MOUSE","Voltage-dependent anion-selective channel protein 3",3,3,151.7506331,6335.07154,57.70790674,18695.48992,62255.1828,50470.92394,9431.979199,91.85181637,0.0010288879,0.0429525619,0.0003912667,0.1267577143,0.4220977736,0.3421990535,0.0639499756,0.0006227666,"MIT",
"sp|Q60953|PML_MOUSE","Protein PML (multiple isoforms)",3,3,2716.260662,2922.182177,1782.11965,2741.638123,2079.544628,4217.490521,2828.300473,38400.07433,0.047085685,0.0506552819,0.0308925891,0.0475255969,0.0360483752,0.0731091213,0.0490278666,0.665655484,"NUC-END-CYT",
"sp|Q60973|RBBP7_MOUSE","Histone-binding protein RBBP7",3,3,18446.1681,16946.10124,5927.839253,19837.56791,19660.85555,164881.179,64396.44797,253245.6176,0.0327441863,0.0300813857,0.0105226339,0.0352140898,0.0349004039,0.2926840967,0.1143115079,0.4495416958,"NUC","NUC"
"sp|Q61001|LAMA5_MOUSE","Laminin subunit alpha-5",3,3,3161.438817,3963.435993,2269.957365,6276.932632,4662.352538,3381.483567,1940.44292,1079.604208,0.1182480713,0.1482453684,0.084903772,0.2347776505,0.1743871153,0.1264784591,0.0725788624,0.0403807009,"null",
"sp|Q61074|PPM1G_MOUSE","Protein phosphatase 1G",3,3,3718.816762,4413.868958,1194.081318,6464.608581,7009.575826,28001.08847,6993.006038,56601.1,0.0325082347,0.0385840705,0.0104381254,0.0565107201,0.0612745803,0.2447730056,0.0611297346,0.4947815289,"NUC",
"sp|Q61510|TRI25_MOUSE","E3 ubiquitin/ISG15 ligase TRIM25",3,3,7515.941108,7764.204028,5974.466892,8549.056631,8860.562749,10595.03121,18470.81931,10072.97325,0.0966021333,0.0997930481,0.0767896181,0.1098807317,0.1138845091,0.1361775728,0.2374048071,0.1294675797,"null",
"sp|Q61584|FXR1_MOUSE","Fragile X mental retardation syndrome-related protein 1 (multiple isoforms)",3,3,29609.19503,27320.37462,7984.229896,34179.47385,38543.3736,54817.34977,130768.2051,29176.55577,0.0840218485,0.0775268755,0.0226568049,0.0969909034,0.1093743175,0.1555548894,0.3710802103,0.0827941505,"NUC-RIB",
"sp|Q61686|CBX5_MOUSE","Chromobox protein homolog 5",3,3,10320.80934,11221.15351,3697.693321,10240.67455,8544.451579,51960.15306,34351.38653,106361.6819,0.04360328,0.0474070475,0.0156219878,0.0432647271,0.0360985367,0.2195208757,0.1451274873,0.4493560579,"NUC",
"sp|Q61768|KINH_MOUSE","Kinesin-1 heavy chain",3,3,7123.017587,7684.924033,1978.118756,9620.10016,8432.005868,19306.97061,9523.08367,11590.88728,0.0946465854,0.102112877,0.0262841111,0.127826391,0.1120396733,0.2565399874,0.1265372913,0.1540130835,"SKE",
"sp|Q61990|PCBP2_MOUSE","Poly(rC)-binding protein 2 (multiple isoforms)",3,3,6173.380217,5695.551689,1247.673898,5951.133918,5995.359991,14206.9816,14085.78284,20257.53572,0.0838621804,0.0773711267,0.0169490052,0.0808430792,0.0814438676,0.1929945041,0.1913480815,0.2751881553,"NUC-CYT",
"sp|Q64152|BTF3_MOUSE","Transcription factor BTF3 (multiple isoforms)",3,3,18613.08195,16252.09428,5241.069215,18545.95786,18661.51227,24824.82373,39289.3724,74400.75077,0.0862400839,0.0753009081,0.0242834717,0.0859290775,0.0864644763,0.1150209775,0.1820396418,0.3447213633,"NUC",
"sp|Q64378|FKBP5_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP5",3,3,6695.329152,8762.146685,4600.974637,8410.21845,5726.250055,10730.1144,6333.902469,84515.20129,0.0493122571,0.0645347256,0.0338869739,0.0619427133,0.0421748219,0.0790291482,0.046650287,0.6224690731,"NUC",
"sp|Q64674|SPEE_MOUSE","Spermidine synthase",3,3,6146.76183,6447.955702,2538.777016,4632.097388,3068.351576,2439.81879,955.7873134,45599.61876,0.085574732,0.0897679292,0.0353446528,0.0644876934,0.0427173479,0.0339669642,0.0133063954,0.6348342852,"null",
"sp|Q68FL6|SYMC_MOUSE","Methionyl-tRNA synthetase, cytoplasmic",3,3,11083.36381,13854.82823,4759.691575,13322.3688,19818.67031,21640.52198,21621.87675,52872.8525,0.0697180148,0.0871514403,0.0299400302,0.0838020948,0.1246659745,0.1361260225,0.1360087378,0.3325876851,"CYT",
"sp|Q6NZJ6|IF4G1_MOUSE","Eukaryotic translation initiation factor 4 gamma 1 (multiple isoforms)",3,3,19073.55648,21628.59982,6190.106297,30254.62628,36815.0392,47987.62454,59912.53308,52711.30183,0.0694661513,0.0787716538,0.0225444511,0.1101877591,0.1340808719,0.1747715792,0.2182022578,0.1919752759,"null",
"sp|Q6NZL0|CF174_MOUSE","#N/A",3,3,9107.399513,13808.13347,4078.76938,21817.09842,14646.47153,13047.99587,6464.660415,4902.703117,0.1036424783,0.1571369711,0.0464165173,0.2482792313,0.1666772832,0.1484865825,0.0735680285,0.0557929078,"null",
"sp|Q6ZPI0|JADE1_MOUSE","Protein Jade-1 (multiple isoforms)",3,3,2413.614062,2587.4809,937.4930185,3066.647328,4102.732256,22957.97916,7670.428584,2686.554743,0.051991851,0.0557371303,0.0201946111,0.0660588921,0.0883772793,0.494539641,0.1652293075,0.0578712877,"null",
"sp|Q6ZQ88|KDM1A_MOUSE","Lysine-specific histone demethylase 1A",3,3,1375.274079,1121.991609,567.5796714,1667.604101,2334.018416,9425.586307,4335.336405,2819.771537,0.0581581025,0.0474471991,0.0240020206,0.0705202634,0.0987018401,0.3985927046,0.1833343207,0.1192435491,"NUC","NUC"
"sp|Q6ZQL4|WDR43_MOUSE","WD repeat-containing protein 43",3,3,3416.209621,5315.073509,1316.890402,6056.582458,4605.550753,10892.51645,5915.208341,6420.876288,0.0777490791,0.1209650802,0.0299709407,0.1378409878,0.1048171423,0.2479013929,0.1346234723,0.1461319046,"NUC",
"sp|Q7TMS5|ABCG2_MOUSE","ATP-binding cassette sub-family G member 2",3,3,90599.05203,92628.99521,16191.9707,49194.11884,23396.82947,12595.25038,4558.872504,5280.137313,0.3076940765,0.3145882048,0.0549914526,0.1670739221,0.0794607192,0.0427762084,0.0154829221,0.0179324942,"null",
"sp|Q7TPR4|ACTN1_MOUSE","Alpha-actinin-1",3,3,5659.227312,7531.250668,3985.028431,7024.325231,6021.005275,5581.448032,6317.324258,13028.31251,0.1026190496,0.1365645419,0.0722607182,0.1273724378,0.1091791873,0.101208674,0.1145523541,0.236243037,"SKE",
"sp|Q80U70|SUZ12_MOUSE","Polycomb protein Suz12",3,3,8017.272533,5571.405928,1174.354331,8008.082725,7938.425464,51209.07819,18165.25334,5378.050437,0.0760205419,0.0528286018,0.0111353396,0.0759334033,0.0752729065,0.4855693577,0.1722446626,0.0509951866,"null",
"sp|Q80UW8|RPAB1_MOUSE","DNA-directed RNA polymerases I, II, and III subunit RPABC1",3,3,2913.089718,3445.779196,1620.598792,5067.820458,5665.052276,23336.72664,14834.09912,32891.71139,0.0324488297,0.0383824438,0.0180518073,0.0564503188,0.0631028683,0.2599471842,0.1652366399,0.366379908,"null","NUC"
"sp|Q80X85|RT07_MOUSE","28S ribosomal protein S7, mitochondrial",3,3,114955.8631,129338.9762,20513.73899,187935.6379,117413.345,33480.35493,7422.175694,1623.744581,0.1876267273,0.211102315,0.0334817695,0.3067416288,0.1916377388,0.0546454026,0.0121142019,0.0026502161,"MIT-RIB",
"sp|Q80Y17|L2GL1_MOUSE","Lethal(2) giant larvae protein homolog 1",3,3,34701.74799,26660.58335,13647.715,21240.25648,14413.66655,14502.28703,13545.94639,26854.75535,0.2095934381,0.16102599,0.0824301851,0.1282880154,0.0870564194,0.087591674,0.0818155177,0.1621987603,"null",
"sp|Q811J3|IREB2_MOUSE","Iron-responsive element-binding protein 2",3,3,2553.557168,2593.138338,1063.015968,3204.754089,2705.693526,2742.158615,2281.05155,11207.35811,0.0900702524,0.0914663777,0.0374951921,0.1130395721,0.0954364765,0.09672269,0.0804583078,0.3953111314,"MIT-CYT",
"sp|Q8BG51|MIRO1_MOUSE","Mitochondrial Rho GTPase 1 (multiple isoforms)",3,3,1565.229338,1895.92987,824.920012,3766.151953,8495.876532,6723.195522,1566.787337,770.6590124,0.0611208811,0.074034457,0.0322124284,0.1470650467,0.3317567891,0.2625350957,0.0611817196,0.0300935823,"MIT",
"sp|Q8BJ48|NAGPA_MOUSE","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase",3,3,12791.94405,17107.57084,9958.986151,11416.96181,4985.960645,3238.748836,1551.462985,1073.863223,0.2059048917,0.2753711639,0.1603043257,0.1837725584,0.0802562678,0.0521323597,0.0249730468,0.017285386,"GOL",
"sp|Q8BL97|SRSF7_MOUSE","Serine/arginine-rich splicing factor 7 (multiple isoforms)",3,3,21731.46736,16817.7195,4927.240366,19922.77692,21207.28578,29341.01101,47573.22095,75943.7437,0.0915146075,0.0708220468,0.0207493797,0.0838979292,0.0893071969,0.1235595858,0.2003382731,0.319810981,"NUC",
"sp|Q8BP48|AMPM1_MOUSE","Methionine aminopeptidase 1",3,3,3051.201919,3042.568453,1624.940992,4259.956144,3302.350897,7008.415288,5628.291731,6041.000521,0.089850306,0.0895960719,0.0478504699,0.125445111,0.0972460187,0.2063803954,0.16573919,0.1778924372,"null",
"sp|Q8BU14|SEC62_MOUSE","Translocation protein SEC62",3,3,30446.08636,32928.90475,16778.97893,64978.34752,52479.36009,41713.07957,16683.28077,4426.065418,0.116905144,0.1264385283,0.0644269652,0.2495001487,0.2015072504,0.1601675012,0.0640595089,0.0169949533,"ERT",
"sp|Q8BY89|CTL2_MOUSE","Choline transporter-like protein 2 (multiple isoforms)",3,3,28042.95623,33156.69536,19688.22015,32798.85906,21459.12512,18747.9577,6189.535646,18561.44498,0.1569760616,0.1856012402,0.1102087538,0.1835981798,0.1201217489,0.1049454465,0.0346471649,0.1039014042,"null",
"sp|Q8C1A5|THOP1_MOUSE","Thimet oligopeptidase",3,3,324.477108,348.7496442,43.68538308,374.2642746,1007.637498,652.1480279,197.348796,3165.450127,0.0530732417,0.0570433899,0.007145419,0.0612167017,0.1648146732,0.1066688807,0.0322794431,0.5177582506,"null",
"sp|Q8CCJ3|UFL1_MOUSE","E3 UFM1-protein ligase 1 (multiple isoforms)",3,3,17779.53164,18990.58275,11988.64852,28110.88492,24310.21488,19336.18305,9676.545294,7711.866528,0.1289264463,0.1377082589,0.0869344525,0.2038431927,0.1762830245,0.140214344,0.0701684736,0.0559218075,"ERT",
"sp|Q8CDN6|TXNL1_MOUSE","Thioredoxin-like protein 1",3,3,1186.974579,1316.663459,673.3674104,1464.129572,1390.958505,1157.861895,712.141761,12805.30749,0.0573212625,0.0635841855,0.0325181944,0.0707056048,0.0671720347,0.0559153556,0.0343906816,0.6183926809,"null",
"sp|Q8CG47|SMC4_MOUSE","Structural maintenance of chromosomes protein 4",3,3,21060.81044,14216.24137,3396.895647,15149.48465,13442.15072,41120.77493,28440.03867,16480.48374,0.1373768119,0.0927306156,0.0221574899,0.098818035,0.0876813272,0.2682252413,0.1855105175,0.1074999617,"NUC",
"sp|Q8CG76|ARK72_MOUSE","Aflatoxin B1 aldehyde reductase member 2",3,3,3993.214235,4554.294898,1380.159155,7737.482781,17831.54608,15186.05204,4693.463399,19538.81687,0.0533032459,0.0607928066,0.0184229942,0.1032834511,0.2380236143,0.2027103526,0.0626504913,0.2608130439,"GOL-MIT",
"sp|Q8CGC7|SYEP_MOUSE","Bifunctional aminoacyl-tRNA synthetase",3,3,19998.72746,18962.34568,6433.80492,15845.4424,12048.15498,10382.27399,7961.8168,102624.8833,0.1029496038,0.0976145096,0.0331199907,0.0815692908,0.0620215853,0.0534459503,0.0409859021,0.5282931674,"null",
"sp|Q8CGF7|TCRG1_MOUSE","Transcription elongation regulator 1 (multiple isoforms)",3,3,9232.198544,6556.355267,2238.852311,8043.431167,7551.194728,19119.0339,19748.42029,15116.28497,0.1053834516,0.0748393077,0.0255559911,0.0918139417,0.0861951744,0.2182394338,0.2254237366,0.172548963,"NUC",
"sp|Q8JZQ9|EIF3B_MOUSE","Eukaryotic translation initiation factor 3 subunit B",3,3,9114.776779,10783.21293,3954.431585,10393.386,9748.917247,19083.1912,13275.35153,55936.47854,0.0689001005,0.0815120844,0.0298922003,0.0785653184,0.0736936728,0.1442529886,0.100350571,0.4228330639,"COM",
"sp|Q8K0C4|CP51A_MOUSE","Lanosterol 14-alpha demethylase",3,3,12062.44705,14980.08548,3575.496782,25120.26869,17165.52304,17662.69813,4189.959285,1847.704676,0.1248646452,0.1550666337,0.0370118215,0.260032929,0.1776892313,0.1828357485,0.0433724415,0.0191265493,"ERT",
"sp|Q8K1J6|TRNT1_MOUSE","CCA tRNA nucleotidyltransferase 1, mitochondrial (multiple isoforms)",3,3,4778.463125,4866.672461,4847.418388,9510.076308,33117.78552,19834.86168,7664.098032,16183.57129,0.0474040023,0.0482790694,0.0480880623,0.0943432371,0.3285398549,0.1967686691,0.0760304959,0.160546609,"MIT",
"sp|Q8K1M6|DNM1L_MOUSE","Dynamin-1-like protein (multiple isoforms)",3,3,18925.34383,18664.0223,5725.358318,14805.19512,12016.89951,31186.34744,14747.34105,22752.43305,0.1363272075,0.1344447987,0.0412421628,0.1066480443,0.0865627789,0.2246483708,0.1062312971,0.16389534,"GOL-CYT",
"sp|Q8K1R3|PNPT1_MOUSE","Polyribonucleotide nucleotidyltransferase 1, mitochondrial (multiple isoforms)",3,3,41465.57443,25543.8057,8611.644085,23275.15106,73436.35736,46715.56968,30571.40287,9088.009883,0.1602797446,0.0987362338,0.0332871818,0.0899670466,0.2838586167,0.1805729133,0.1181697519,0.0351285114,"MIT",
"sp|Q8K298|ANLN_MOUSE","Actin-binding protein anillin",3,3,9752.606147,7840.358114,3524.070564,9665.959778,10164.7859,32186.09881,18178.22543,8880.464022,0.0973386177,0.0782528905,0.0351729735,0.0964738193,0.1014524932,0.3212423756,0.1814328713,0.0886339589,"NUC",
"sp|Q8R2Q4|RRF2M_MOUSE","Ribosome-releasing factor 2, mitochondrial (multiple isoforms)",3,3,5588.389976,5254.931395,2837.546157,12689.10939,74852.3464,58408.36397,33203.16131,3350.9363,0.0284853383,0.0267856215,0.0144636403,0.0646793756,0.3815400182,0.2977211714,0.1692443241,0.0170805106,"MIT",
"sp|Q8R3Q6|CCD58_MOUSE","Coiled-coil domain-containing protein 58",3,3,2616.150474,2924.438077,14.72090264,9828.442142,23584.67281,19201.04482,2929.296062,1571.442748,0.041744723,0.046663928,0.0002348947,0.1568279802,0.376329895,0.3063823373,0.0467414447,0.0250747971,"MIT",
"sp|Q8R3S6|EXOC1_MOUSE","Exocyst complex component 1",3,3,40416.36035,29965.51756,17059.37329,24049.78197,18071.94201,18405.61631,19184.55589,7180.560484,0.2318333089,0.1718859647,0.0978547035,0.1379525639,0.1036629246,0.1055769222,0.1100450173,0.041188595,"null",
"sp|Q8VBZ3|CLPT1_MOUSE","Cleft lip and palate transmembrane protein 1 homolog",3,3,8718.563383,11251.4942,11405.33587,23834.10328,16588.29784,16785.68042,6071.082523,2597.491965,0.0896491481,0.1156941603,0.1172760464,0.2450755887,0.1705701621,0.1725997602,0.0624262682,0.0267088661,"null",
"sp|Q8VDW0|DX39A_MOUSE","ATP-dependent RNA helicase DDX39A (multiple isoforms)",3,3,10183.51904,9617.193028,3032.664113,10756.40117,9591.285649,39805.99197,15242.83411,62658.31129,0.063295624,0.0597756268,0.0188495123,0.0668563707,0.0596145996,0.2474139923,0.0947417777,0.3894524965,"NUC",
"sp|Q8VE37|RCC1_MOUSE","Regulator of chromosome condensation",3,3,20462.45513,19065.10765,10352.25639,19588.75894,23210.94438,185803.9829,70874.09567,25205.02783,0.0546302635,0.0508996525,0.0276382522,0.0522976865,0.0619681265,0.4960558491,0.1892182781,0.0672918916,"NUC",
"sp|Q91WK1|SPRY4_MOUSE","SPRY domain-containing protein 4",3,3,9149.524137,10657.9004,4480.326662,24765.39595,85457.70769,57884.10201,16450.29908,5377.460704,0.0427103357,0.0497514949,0.0209143397,0.1156058346,0.398919914,0.2702052468,0.076790638,0.0251021964,"MIT-NUC",
"sp|Q91WN1|DNJC9_MOUSE","DnaJ homolog subfamily C member 9",3,3,3508.968899,3654.57259,1266.473834,4760.799814,5547.222,29821.71206,12563.06309,4053.147106,0.0538383927,0.0560724019,0.0194316101,0.0730453354,0.0851114744,0.4575569326,0.1927560899,0.0621877628,"null",
"sp|Q91XL9|OSBL1_MOUSE","Oxysterol-binding protein-related protein 1 (multiple isoforms)",3,3,72006.21271,93390.85872,17211.39093,93387.3002,46867.33434,18076.32022,7086.504237,16471.30417,0.1975494124,0.2562182979,0.0472195389,0.2562085351,0.1285807711,0.0495924769,0.0194418606,0.0451891071,"null",
"sp|Q91YR7|PRP6_MOUSE","Pre-mRNA-processing factor 6 (multiple isoforms)",3,3,21663.76912,29879.86406,5737.590253,20497.64909,20790.67903,38209.36349,25867.68223,38384.85448,0.1077630835,0.1486327826,0.0285407592,0.101962399,0.1034200313,0.1900665948,0.1286748019,0.1909395477,"NUC",
"sp|Q91ZA3|PCCA_MOUSE","Propionyl-CoA carboxylase alpha chain, mitochondrial",3,3,4791.261331,5320.369902,2048.879366,13930.12538,53894.83415,32056.70093,8268.129265,1589.128438,0.0393050351,0.0436455688,0.0168079489,0.1142755591,0.4421254037,0.2629766296,0.0678274652,0.0130363895,"MIT",
"sp|Q921G6|LRCH4_MOUSE","Leucine-rich repeat and calponin homology domain-containing protein 4",3,3,4027.488953,4641.924598,2540.421936,8063.003817,5221.689581,3633.532029,1312.524791,607.1268017,0.1340364579,0.1544851242,0.0845462674,0.2683400214,0.1737799368,0.1209254125,0.0436813548,0.020205425,"null",
"sp|Q99020|ROAA_MOUSE","Heterogeneous nuclear ribonucleoprotein A/B",3,3,70188.72853,46169.99114,17145.28823,53124.04843,48782.14403,179115.2542,358853.4294,562975.4989,0.0525225415,0.0345492122,0.0128298964,0.0397529646,0.036503898,0.134032751,0.2685316365,0.4212770999,"NUC",
"sp|Q99J62|RFC4_MOUSE","Replication factor C subunit 4",3,3,4822.055784,5464.824067,2926.125397,6130.872636,6404.39432,32786.49608,10459.52737,13661.56882,0.0583389432,0.0661153822,0.0354013041,0.0741734743,0.0774826367,0.3966626723,0.1265430764,0.1652825109,"NUC",
"sp|Q99JB2|STML2_MOUSE","Stomatin-like protein 2",3,3,9111.327532,11978.64681,3945.268263,47559.89419,172904.9691,106341.2456,20575.25262,697.9597467,0.0244196513,0.032104474,0.010573879,0.1274672682,0.4634098635,0.2850096348,0.055144598,0.0018706312,"MIT-SKE",
"sp|Q99JI4|PSMD6_MOUSE","26S proteasome non-ATPase regulatory subunit 6",3,3,11159.61435,11532.94965,3736.446722,9492.849189,6878.38101,11424.72578,10764.37343,94732.06975,0.0698692452,0.0722066607,0.0233935245,0.0594337929,0.0430648653,0.0715290817,0.0673946808,0.5931081489,"PSO",
"sp|Q99K48|NONO_MOUSE","Non-POU domain-containing octamer-binding protein (multiple isoforms)",3,3,13087.22299,16465.46009,6004.977496,17652.88898,18697.17441,22504.82067,73786.68987,20803.86336,0.0692434311,0.0871174085,0.0317718469,0.0933999981,0.0989252273,0.1190711736,0.3903993675,0.1100715469,"null",
"sp|Q99KP6|PRP19_MOUSE","Pre-mRNA-processing factor 19 (multiple isoforms)",3,3,9344.100021,11381.11507,4704.97192,13937.7682,14965.53036,51085.09438,77411.45482,33447.81111,0.0432041478,0.0526226578,0.0217542943,0.064443809,0.0691958545,0.2362012354,0.3579259563,0.1546520448,"NUC-SKE",
"sp|Q99L13|3HIDH_MOUSE","3-hydroxyisobutyrate dehydrogenase, mitochondrial",3,3,12864.76644,12836.60671,6973.651939,38895.55469,152595.3378,89608.93096,35001.80771,7353.795998,0.0361237472,0.0360446758,0.0195817344,0.1092171547,0.428481577,0.2516182775,0.0982836696,0.0206491637,"MIT",
"sp|Q99L45|IF2B_MOUSE","Eukaryotic translation initiation factor 2 subunit 2",3,3,2523.252143,3107.083923,1268.703791,3705.062752,3393.161014,6892.82722,5155.397644,13207.74221,0.0642813878,0.0791548585,0.0323210031,0.094388734,0.086442847,0.1755989787,0.1313369002,0.3364752907,"null",
"sp|Q99L47|F10A1_MOUSE","Hsc70-interacting protein",3,3,4237.110437,7488.236854,57.14965515,4853.727532,59.83239427,0,31.30877141,139385.8173,0.0271412725,0.0479667169,0.0003660783,0.0310910805,0.0003832629,0,0.0002005517,0.8928510371,"null",
"sp|Q99LE6|ABCF2_MOUSE","ATP-binding cassette sub-family F member 2",3,3,53714.47969,73234.2799,31260.70462,78976.39015,84075.39561,88139.30032,104933.0069,63355.25472,0.092981686,0.1267711584,0.054113398,0.1367109567,0.1455375176,0.152572282,0.1816427889,0.1096702124,"null",
"sp|Q99LX0|PARK7_MOUSE","Protein DJ-1",3,3,27861.81562,26237.14257,7392.48418,21508.08077,16698.58312,9685.228781,3486.801404,355015.7197,0.0595483177,0.0560759472,0.0157997599,0.0459686492,0.0356894377,0.020699982,0.0074522479,0.7587656584,"MIT-NUC",
