Protein.ID,Protein.Description,Peptides,PSMs,X113,X114,X115,X116,X117,X118,X119,X121,n113,n114,n115,n116,n117,n118,n119,n121,GOannotation,Training
sp|Q9EPU0|RENT1_MOUSE,Regulator of nonsense transcripts 1 (multiple isoforms),3,3,6520.03204,4325.637365,1125.98258,5034.924512,4834.48063,9713.548755,12276.23872,11959.60524,0.116866454,0.077533653,0.020182353,0.090247068,0.086654269,0.174107733,0.220041938,0.214366532,NUC-CYT,
sp|Q9JKF1|IQGA1_MOUSE,Ras GTPase-activating-like protein IQGAP1,3,3,56259.7434,66359.34372,6882.690531,46656.14692,21757.12038,9615.528383,3742.832468,31123.92314,0.232097209,0.273762685,0.028394251,0.192477975,0.089758086,0.039668458,0.015440898,0.128400438,PLM,
sp|Q9R1P3|PSB2_MOUSE,Proteasome subunit beta type-2,3,3,10145.33535,10013.55712,1816.435768,6548.862754,3824.185247,3332.979047,4797.243641,150799.7266,0.05303965,0.052350715,0.009496297,0.034237349,0.019992779,0.017424761,0.025079912,0.788378538,NUC-PSO,
sp|Q9WTM5|RUVB2_MOUSE,RuvB-like 2,3,3,3918.794133,5164.243212,889.9723861,6583.367126,5436.469135,43798.66835,10932.611,30298.49998,0.036616502,0.048253752,0.008315741,0.061513788,0.050797382,0.409246813,0.102152334,0.283103688,null,
sp|Q9Z1G4|VPP1_MOUSE,Isoform A1-III of V-type proton ATPase 116 kDa subunit a isoform 1,3,3,2497.945137,5960.179276,867.1829312,5848.978263,2200.282664,1296.035393,212.0110712,256.664216,0.130514067,0.311410858,0.04530907,0.305600764,0.114961628,0.067715999,0.011077276,0.013410339,PLM-GOL-END-VES,
sp|Q9Z1Q9|SYVC_MOUSE,Valyl-tRNA synthetase,3,3,1043.897933,1272.752068,160.1645219,1853.021523,1427.558969,2732.207618,585.8339911,6414.028547,0.067394059,0.082168884,0.010340223,0.119631085,0.092163219,0.176391346,0.037821447,0.414089736,CYT,
sp|O08547|SC22B_MOUSE,Vesicle-trafficking protein SEC22b,2,2,32035.28786,51816.99407,7959.815348,89091.24589,65510.86418,102124.2321,11513.00557,2406.355334,0.088383497,0.142960074,0.021960668,0.245797568,0.180740666,0.281754819,0.031763713,0.006638994,ERT-GOL-ERG-MEL,
sp|O08579|EMD_MOUSE,Emerin,2,2,9238.77982,8704.705553,4887.632773,12827.30687,10820.63118,11833.71056,4113.886236,1654.791403,0.144172465,0.135838161,0.0762722,0.200171937,0.168857479,0.184666726,0.064197776,0.025823254,NUC-SKE,
sp|O08749|DLDH_MOUSE,"Dihydrolipoyl dehydrogenase, mitochondrial",2,2,13525.46453,13321.72399,11404.33758,46010.63514,214380.4288,122014.8639,61964.73866,6666.129988,0.027643138,0.027226736,0.023308011,0.094035833,0.438147446,0.249372115,0.126642586,0.013624135,MIT,
sp|O08795|GLU2B_MOUSE,Glucosidase 2 subunit beta (multiple isoforms),2,2,16319.90304,20283.56805,7206.897483,35546.91364,26631.34572,21419.8869,4424.148381,565.4689932,0.123263846,0.153201316,0.054433528,0.268485008,0.201145932,0.161783905,0.033415489,0.004270974,ERT,
sp|O35286|DHX15_MOUSE,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,2,2,14781.45515,18353.29929,4521.293581,21993.94362,25836.38623,43652.75638,41506.27639,65975.75119,0.062468864,0.077564065,0.019107731,0.092950028,0.109188823,0.184483738,0.17541236,0.27882439,null,
sp|O55022|PGRC1_MOUSE,Membrane-associated progesterone receptor component 1,2,2,175521.4243,179897.7851,58472.27536,317730.227,205907.0555,176147.074,38980.41428,5345.218486,0.151572712,0.155351948,0.050494129,0.274378085,0.17781243,0.152112996,0.0336618,0.0046159,ERT,
sp|O55125|NIPS1_MOUSE,Protein NipSnap homolog 1,2,2,23971.68309,20255.65331,17286.09076,57233.6395,272022.7221,144307.2071,88998.37345,4131.441097,0.038158904,0.032243607,0.027516561,0.091106366,0.433014602,0.229712898,0.141670501,0.006576562,MIT,
sp|O70378|CX4NB_MOUSE,Neighbor of COX4,2,2,7207.848953,10407.90552,2931.390941,19313.82496,16104.86341,14628.15973,3429.942574,13711.46233,0.082154399,0.11862835,0.033411724,0.2201372,0.183561752,0.166730419,0.03909417,0.156281986,MIT-NUC,
sp|O70503|DHB12_MOUSE,Estradiol 17-beta-dehydrogenase 12 (multiple isoforms),2,2,68587.31919,85504.80664,25495.1849,158552.6323,123751.5386,99464.32104,24703.12324,2319.187552,0.11657014,0.145322888,0.043331294,0.269474049,0.21032655,0.169048302,0.041985116,0.003941662,ERT,
sp|O70572|NSMA_MOUSE,Sphingomyelin phosphodiesterase 2,2,2,13109.06791,15457.01355,8664.872806,26968.39706,20421.06506,19924.93258,7909.41327,1065.59008,0.115477689,0.136160726,0.076328805,0.237564424,0.179889021,0.175518594,0.069673967,0.009386776,null,
sp|O88569|ROA2_MOUSE,Heterogeneous nuclear ribonucleoproteins A2/B1 (multiple isoforms),2,2,1666.238443,1614.458198,0,1886.228208,2577.723699,8207.133872,19391.89004,6280.448918,0.040030597,0.038786601,0,0.045315748,0.061928603,0.197172543,0.465881066,0.150884841,NUC,NUC
sp|O89086|RBM3_MOUSE,Putative RNA-binding protein 3,2,2,8956.147673,2557.769026,2912.578866,1876.270122,2406.243134,3548.602611,1786.568709,6995.295685,0.288540558,0.082403744,0.093834667,0.060447867,0.077522029,0.114325468,0.057557954,0.225367713,NUC,
sp|P00405|COX2_MOUSE,Cytochrome c oxidase subunit 2,2,2,38585.38749,72455.45331,28174.54389,284063.481,1348853.877,884320.0085,178806.7911,13322.5406,0.013545472,0.025435621,0.009890726,0.099721009,0.473517644,0.310442172,0.062770454,0.004676902,MIT,MIT
sp|P00761|TRYP_PIG,Porcine Trypsin for Sample Preparation,2,2,6179808.469,7867031.106,956556.849,8902563.115,8261232.294,9321870.555,2480593.152,9185522.098,0.116259765,0.148001219,0.017995554,0.16748252,0.155417264,0.175370885,0.046667009,0.172805783,null,
sp|P02468|LAMC1_MOUSE,Laminin subunit gamma-1,2,2,31236.34273,36098.75101,13357.66278,62156.83782,50280.43838,36249.92762,18694.2365,120291.4332,0.084797115,0.097997066,0.036261968,0.168736801,0.136496009,0.098407464,0.050749133,0.326554443,null,
sp|P05532|KIT_MOUSE,Mast/stem cell growth factor receptor,2,2,6125.922914,3044.64986,853.2388268,2298.40749,1600.430073,1080.32228,389.1335416,181.7474146,0.393346666,0.195497542,0.054786626,0.147581178,0.102763917,0.069367697,0.024986338,0.011670036,null,
sp|P08003|PDIA4_MOUSE,Protein disulfide-isomerase A4,2,2,54823.6682,67548.28964,24177.28367,133189.5218,110110.1968,94151.78329,27380.40477,9097.273225,0.10533322,0.129781153,0.046452039,0.255898259,0.211555738,0.180894691,0.052606225,0.017478675,ERT,
sp|P08752|GNAI2_MOUSE,Guanine nucleotide-binding protein G(i) subunit alpha-2,2,2,30232.74129,20320.26278,3561.557479,10926.60997,7182.478733,7051.337136,1910.648779,908.2757539,0.368270199,0.247524601,0.043383942,0.133098907,0.087491003,0.085893545,0.02327394,0.011063863,PLM,
sp|P10126|EF1A1_MOUSE,Elongation factor 1-alpha 1,2,2,6192.370889,9381.204995,4635.784227,29104.05028,33055.82986,84012.87208,72856.59891,49705.6751,0.021431013,0.032467165,0.016043863,0.100725439,0.114402049,0.290757931,0.25214748,0.172025059,null,
sp|P10493|NID1_MOUSE,Nidogen-1,2,2,1497.731513,2447.350255,721.1493276,3516.32253,3173.529678,3135.051586,1309.290804,780.2324751,0.09033004,0.147602721,0.043493408,0.212073761,0.1913995,0.189078838,0.078964948,0.047056786,ECM,
sp|P12025|MK_MOUSE,Midkine,2,2,8124.714396,10949.1534,2675.87218,12397.89407,6281.881224,3679.011639,1282.407384,650.0144252,0.176467137,0.237813375,0.058119397,0.269279726,0.136441177,0.079907381,0.027853626,0.014118181,ECM,
sp|P14115|RL27A_MOUSE,60S ribosomal protein L27a,2,2,85372.08009,78340.4654,25192.5962,158059.7082,169292.0282,161809.1564,242129.6916,112144.5093,0.08269762,0.075886285,0.024403385,0.153108154,0.163988598,0.156740143,0.234544468,0.108631346,RIB,
sp|P14869|RLA0_MOUSE,60S acidic ribosomal protein P0,2,2,105957.9597,186872.9218,27019.89879,436235.6411,428150.536,493002.2931,392466.4328,238638.3858,0.045902152,0.080955402,0.011705317,0.18898207,0.185479514,0.213574007,0.170020769,0.103380769,NUC-RIB,
sp|P16110|LEG3_MOUSE,Galectin-3,2,2,3154.289775,2695.609127,691.0572775,2746.086545,1846.37976,1990.831313,820.2890644,3740.867381,0.178355477,0.152419938,0.039074993,0.155274122,0.104401297,0.112569134,0.046382247,0.211522794,NUC-ECM,
sp|P16460|ASSY_MOUSE,Argininosuccinate synthase,2,2,77019.63262,84508.84938,12906.20828,81835.15697,68792.71856,160957.7597,136517.5184,177104.4161,0.096317612,0.105683321,0.016139978,0.10233971,0.086029368,0.20128721,0.170723241,0.22147956,null,
sp|P18572|BASI_MOUSE,Basigin (multiple isoforms),2,2,11635.34126,8564.017251,2011.060449,8854.312356,6990.024069,5045.065767,1189.763749,424.3910633,0.260217102,0.191528869,0.044976104,0.198021137,0.1563275,0.112829728,0.026608319,0.00949124,MEL,
sp|P19096|FAS_MOUSE,Fatty acid synthase,2,2,2304.084855,4306.660711,767.0498743,11843.29265,6406.783369,3047.755218,1841.590146,1638.725388,0.07165347,0.133930478,0.023854063,0.368308059,0.19924104,0.094780467,0.057270601,0.050961822,MIT-MEL,
sp|P19324|SERPH_MOUSE,Serpin H1,2,2,6254.66363,5917.056872,1784.075643,6134.948156,9858.554672,4730.847679,802.8617594,941.1090251,0.171717644,0.162448874,0.048980614,0.168430935,0.270660084,0.129882287,0.022042037,0.025837524,ERT,
sp|P19783|COX41_MOUSE,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",2,2,34903.29457,29048.80991,29200.66989,78814.32851,341477.4414,168772.1588,76365.51525,3631.756652,0.04579199,0.038111096,0.038310331,0.103401841,0.448007322,0.221423595,0.100189078,0.004764747,MIT,MIT
sp|P20152|VIME_MOUSE,Vimentin,2,2,22049.81268,13420.26237,1216.497655,10958.65123,12022.5395,35768.62584,12406.21306,9547.855102,0.187833093,0.114321578,0.010362833,0.093352147,0.102414964,0.3046979,0.105683318,0.081334167,CYT,
sp|P21995|EMB_MOUSE,Embigin,2,2,30991.42558,28763.1195,3154.932691,22104.9761,13261.83743,10248.8134,2450.304626,165.8117772,0.278847265,0.258797944,0.028386702,0.198890887,0.119324201,0.092214331,0.022046767,0.001491902,null,
sp|P24547|IMDH2_MOUSE,Inosine-5'-monophosphate dehydrogenase 2,2,2,19781.28334,24028.52584,3122.40671,19482.76773,9489.93163,8344.747567,5388.138047,320020.9805,0.048287219,0.058654976,0.007621969,0.047558526,0.023165454,0.020369996,0.013152746,0.781189114,null,CYT
sp|P24668|MPRD_MOUSE,Cation-dependent mannose-6-phosphate receptor,2,2,12163.67368,39642.42983,28141.94309,60036.72743,19810.04084,8601.792013,3374.289238,2183.999509,0.069924296,0.22788913,0.161777241,0.345128128,0.11388033,0.049448404,0.019397495,0.012554976,LYS-END,
sp|P26041|MOES_MOUSE,Moesin,2,2,214468.4402,268751.4954,30755.96421,168663.0519,71838.43754,36826.84039,14078.35314,32404.45783,0.255993982,0.320787363,0.036710957,0.201319719,0.08574785,0.043957281,0.016804215,0.038678633,PLM,
sp|P27601|GNA13_MOUSE,Guanine nucleotide-binding protein subunit alpha-13,2,2,6179.539925,4290.22467,0,2504.534008,2075.55086,2117.083437,0,0,0.359967617,0.249912124,0,0.145892922,0.120904,0.123323336,0,0,PLM-MEL,
sp|P29416|HEXA_MOUSE,Beta-hexosaminidase subunit alpha,2,2,71936.79617,89163.17011,64170.80048,135922.2619,64420.99295,17755.12484,12309.3717,9011.275813,0.15480606,0.191876756,0.138093845,0.29250107,0.138632253,0.038208553,0.026489438,0.019392024,LYS,LYS
sp|P32067|LA_MOUSE,Lupus La protein homolog,2,2,3758.428431,3547.028713,1245.146515,3327.125516,2928.725812,3970.207673,7453.949933,23893.39512,0.0749826,0.070765066,0.02484132,0.066377883,0.058429602,0.079207706,0.148710175,0.476685648,NUC,
sp|P32921|SYWC_MOUSE,"Tryptophanyl-tRNA synthetase, cytoplasmic (multiple isoforms)",2,2,1740.817901,1866.070803,1173.025862,1632.946298,1658.647588,3254.810644,4499.05953,12419.53775,0.061632964,0.066067493,0.041530513,0.057813812,0.058723756,0.115235273,0.159287408,0.439708781,null,
sp|P35564|CALX_MOUSE,Calnexin,2,2,153082.1881,208761.6716,128021.9759,473799.8355,410924.3412,358495.2335,132416.1025,48521.45429,0.079979292,0.109069584,0.066886338,0.247541375,0.214691455,0.187299353,0.069182092,0.02535051,ERT,
sp|P35822|PTPRK_MOUSE,Receptor-type tyrosine-protein phosphatase kappa,2,2,7874.563841,10642.21869,1538.036061,7393.227403,3372.188401,2215.955819,546.0216719,2168.367363,0.220263951,0.297679616,0.043021291,0.206800213,0.09432542,0.061983774,0.015273086,0.06065265,null,
sp|P36552|HEM6_MOUSE,"Coproporphyrinogen-III oxidase, mitochondrial",2,2,505.91367,1419.137152,452.5850869,6852.772921,32403.2771,19690.36714,5257.068789,575.0863415,0.007533386,0.021131883,0.006739289,0.102042285,0.482506055,0.293202485,0.078281203,0.008563413,MIT,
sp|P39061|COIA1_MOUSE,Collagen alpha-1(XVIII) chain (multiple isoforms),2,2,15254.87569,17873.19671,7164.169139,35592.98843,33819.34365,23622.106,9470.057386,4057.19547,0.103877883,0.121707307,0.048784319,0.242370006,0.230292394,0.160854433,0.064486236,0.027627421,ECM,
sp|P39447|ZO1_MOUSE,Tight junction protein ZO-1,2,2,21338.48103,13683.43772,1946.851113,13761.33089,11970.1139,9940.124885,4013.857083,3178.474097,0.267290081,0.171401478,0.024386646,0.172377183,0.149940041,0.124511992,0.050278377,0.039814202,PLM-NUC,
sp|P42209|SEPT1_MOUSE,Septin-1,2,2,81380.27863,61072.91633,16295.77394,51561.72396,48775.84737,126594.8894,150667.2156,60892.24263,0.136260394,0.102258431,0.027285094,0.086333212,0.081668634,0.211966213,0.252272104,0.101955917,SKE,
sp|P46460|NSF_MOUSE,Vesicle-fusing ATPase,2,2,10151.42169,11185.7916,1929.070387,11963.32452,7564.639534,11506.30051,5246.614899,1587.046097,0.166051411,0.182971069,0.03155468,0.195689527,0.123738241,0.188213778,0.085821261,0.025960033,null,
sp|P46935|NEDD4_MOUSE,E3 ubiquitin-protein ligase NEDD4,2,2,66729.80548,65352.32225,10173.0795,39726.86135,18730.03562,12571.87444,10620.91838,209448.4338,0.153984753,0.150806092,0.023475254,0.091673142,0.043221165,0.029010679,0.024508681,0.483320235,PLM-CYT,
sp|P47962|RL5_MOUSE,60S ribosomal protein L5,2,2,4385.918249,4478.367567,881.6381578,7504.559465,6700.639838,9019.390696,9208.564549,7041.128253,0.089108083,0.090986362,0.017912118,0.152469076,0.136135955,0.183245689,0.187089107,0.14305361,NUC-RIB,
sp|P48678|LMNA_MOUSE,Prelamin-A/C (multiple isoforms),2,2,1366.89278,2518.586473,362.1205008,3934.325315,4433.595751,57460.65492,8452.753198,869.3637901,0.017215644,0.031720915,0.00456081,0.049551762,0.055839938,0.723701391,0.106460138,0.010949402,NUC,NUC
sp|P48771|CX7A2_MOUSE,"Cytochrome c oxidase subunit 7A2, mitochondrial",2,2,24023.47909,30829.93573,16257.29556,89609.46796,269487.0288,119786.3589,46917.04026,11289.04053,0.039499331,0.050690486,0.026730196,0.147335613,0.443089749,0.196952365,0.077140854,0.018561406,MIT,
sp|P49718|MCM5_MOUSE,DNA replication licensing factor MCM5,2,2,3505.586974,3180.45612,932.5674467,3750.65998,3597.882233,8026.766383,8211.952784,30421.69583,0.056883423,0.051607685,0.01513231,0.060860101,0.058381052,0.13024636,0.133251288,0.493637782,null,
sp|P50247|SAHH_MOUSE,Adenosylhomocysteinase,2,2,1843.307864,1906.80142,316.9510087,1078.090639,522.2112144,350.3232575,0,55454.20802,0.02998619,0.031019077,0.005156031,0.017537944,0.008495122,0.005698918,0,0.902106718,CYT,CYT
sp|P50518|VATE1_MOUSE,V-type proton ATPase subunit E 1,2,2,11818.86423,15980.66577,7223.471555,18225.3397,7861.897181,4494.030483,4983.143786,23187.98033,0.126033748,0.170414277,0.077029499,0.194350982,0.083837528,0.047923345,0.053139141,0.247271481,PLM-MIT-END-CYT,
sp|P50580|PA2G4_MOUSE,Proliferation-associated protein 2G4,2,2,9114.067699,7754.165077,2065.259132,7143.367663,8847.396458,12350.29377,34010.45001,16338.09786,0.093359747,0.079429615,0.021155435,0.073172926,0.090628106,0.126509956,0.348385278,0.167358937,NUC,
sp|P51150|RAB7A_MOUSE,Ras-related protein Rab-7a,2,2,17181.72356,47886.80208,10902.30903,102486.1035,49088.2737,33366.69186,6080.32502,6488.322035,0.062826126,0.175101308,0.039865025,0.37474732,0.179494569,0.12200755,0.022233117,0.023724985,GOL-LYS-END-VES-MEL,
sp|P51863|VA0D1_MOUSE,V-type proton ATPase subunit d 1,2,2,117699.8766,180589.4088,60457.3849,165736.6064,64849.14534,32366.87718,10423.57024,5685.132188,0.1845381,0.283140707,0.094789317,0.259853445,0.101675026,0.050747054,0.016342803,0.008913548,END,
sp|P52624|UPP1_MOUSE,Uridine phosphorylase 1,2,2,29420.97449,29930.1574,8776.770894,34365.00209,19573.78267,16179.17809,9069.724193,565732.7168,0.041260843,0.041974937,0.012308803,0.048194494,0.027450851,0.022690157,0.012719649,0.793400267,CYT,CYT
sp|P54276|MSH6_MOUSE,DNA mismatch repair protein Msh6,2,2,8423.818895,10106.77536,6174.15332,14619.88299,22077.57356,228054.0823,111814.0424,145387.459,0.015409675,0.018488304,0.011294366,0.026744123,0.040386461,0.417178877,0.204541205,0.265956988,NUC,NUC
sp|P56382|ATP5E_MOUSE,"ATP synthase subunit epsilon, mitochondrial",2,2,24683.60509,25913.90205,8313.693978,97835.95217,409246.5826,217800.2341,50132.0652,24438.86496,0.028756541,0.030189844,0.009685501,0.113979442,0.476774601,0.253738514,0.058404142,0.028471417,null,
sp|P57784|RU2A_MOUSE,U2 small nuclear ribonucleoprotein A',2,2,2299.024811,2820.918646,1029.470035,6093.493557,19742.00296,15202.03572,13073.52684,9152.160124,0.03312113,0.040639845,0.014831162,0.087786521,0.28441513,0.21900964,0.188345065,0.131851506,NUC,
sp|P60843|IF4A1_MOUSE,Eukaryotic initiation factor 4A-I,2,2,2667.271023,3509.338888,826.2816741,3719.740359,3400.736931,4899.836072,3943.644359,29971.28765,0.050384679,0.066291318,0.015608439,0.070265797,0.06423983,0.092557773,0.074495337,0.566156827,null,
sp|P61027|RAB10_MOUSE,Ras-related protein Rab-10,2,2,3387.477811,4276.481075,727.5474553,2703.75032,2342.896748,2669.258205,489.0765994,710.9399141,0.195723928,0.247089345,0.042036717,0.15621907,0.135369434,0.154226161,0.02825819,0.041077155,PLM-GOL,
sp|P61255|RL26_MOUSE,60S ribosomal protein L26,2,2,47163.95895,56505.86856,17441.33507,129462.5485,144605.6797,129824.0405,246655.9276,112565.8516,0.053339306,0.063904385,0.019724992,0.146413546,0.163539422,0.146822369,0.278951476,0.127304504,RIB,
sp|P61358|RL27_MOUSE,60S ribosomal protein L27,2,2,442153.9135,446997.8093,82176.06258,751220.8485,657458.2118,627421.6354,875736.3058,512221.6339,0.100595004,0.101697045,0.018695981,0.170911218,0.149579161,0.142745501,0.19923989,0.116536201,RIB,
sp|P61979|HNRPK_MOUSE,Heterogeneous nuclear ribonucleoprotein K (multiple isoforms),2,2,9800.885359,13284.11418,4251.688204,25621.45653,24810.01464,50740.71363,101753.1164,112192.6235,0.028619516,0.038790875,0.012415333,0.074817087,0.0724476,0.148167704,0.297128766,0.327613118,NUC,
sp|P62242|RS8_MOUSE,40S ribosomal protein S8,2,2,104754.955,130152.4256,42482.06967,294482.3488,354728.6917,325092.9964,970820.0528,495159.9879,0.03854582,0.047891119,0.015631778,0.10835825,0.130526602,0.119621799,0.357224679,0.182199953,RIB,
sp|P62281|RS11_MOUSE,40S ribosomal protein S11,2,2,3612.941695,2784.207853,568.6831159,3952.394562,4710.241972,6810.037907,11886.84057,6668.340994,0.088134096,0.067917964,0.013872455,0.096414709,0.114901638,0.166124058,0.289967577,0.162667503,null,
sp|P62702|RS4X_MOUSE,"40S ribosomal protein S4, X isoform",2,2,235559.1233,224097.794,45846.95261,336018.4663,309953.781,368502.6233,504484.2377,468433.3821,0.094492145,0.089894549,0.018391038,0.134790387,0.124334804,0.147821076,0.202368717,0.187907283,null,
sp|P62814|VATB2_MOUSE,"V-type proton ATPase subunit B, brain isoform",2,2,2945.68898,4700.191553,1213.310124,4642.702559,1614.406025,623.0043337,189.5089201,4454.155487,0.144517176,0.23059407,0.059525685,0.227773628,0.079203678,0.030564947,0.009297415,0.218523401,PLM-MEL-CYT,
sp|P62830|RL23_MOUSE,60S ribosomal protein L23,2,2,51752.2359,44453.37367,14668.48017,72019.46053,65967.89053,84066.74197,197155.3151,69021.15513,0.086382631,0.07419968,0.024484003,0.12021182,0.110110797,0.140320629,0.329083265,0.115207176,NUC-RIB,
sp|P62908|RS3_MOUSE,40S ribosomal protein S3,2,2,17761.08835,20404.98119,3628.433893,45582.14014,44227.63152,48991.36083,50783.63262,41550.14369,0.065075758,0.074762852,0.013294404,0.167010729,0.162047876,0.179501947,0.186068743,0.152237692,RIB,
sp|P63073|IF4E_MOUSE,Eukaryotic translation initiation factor 4E,2,2,14064.81498,20278.57142,3798.42216,28257.25165,41706.92782,42950.71514,18763.8556,46636.46265,0.064977402,0.093684055,0.017548159,0.130544398,0.192679949,0.198426066,0.086686288,0.215453684,null,
sp|P63325|RS10_MOUSE,40S ribosomal protein S10,2,2,50110.01555,62600.01079,17378.08371,108737.6358,106452.9866,143482.3647,175922.1999,224463.5648,0.056357411,0.070404579,0.019544672,0.122294348,0.119724863,0.161370827,0.197855054,0.252448245,RIB,
sp|P70168|IMB1_MOUSE,Importin subunit beta-1,2,2,12870.67514,11606.93469,2372.507836,7258.323905,6768.999146,8799.525606,3693.036799,47785.97228,0.127235935,0.114742947,0.023453956,0.071753783,0.066916454,0.086989677,0.036508341,0.472398908,NUC-CYT,
sp|P70404|IDHG1_MOUSE,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",2,2,13845.93111,13978.44616,3446.52422,41195.41454,153900.0064,133647.6262,36795.8545,7978.009049,0.034205405,0.034532774,0.008514397,0.101770393,0.38019921,0.33016712,0.090901587,0.019709114,MIT,
sp|P70460|VASP_MOUSE,Vasodilator-stimulated phosphoprotein,2,2,5143.421475,5344.554175,1473.016527,5024.961431,3055.381651,3569.951294,26754.20237,4387.790696,0.093938144,0.097611581,0.0269028,0.09177462,0.055802715,0.065200684,0.488631961,0.080137495,PLM-CYT-SKE,
sp|P70698|PYRG1_MOUSE,CTP synthase 1,2,2,6276.582925,8429.390178,2875.014831,7592.746229,6061.35634,8374.910074,6948.053284,48053.8188,0.066340331,0.089094423,0.030387464,0.080251516,0.064065494,0.088518595,0.073437435,0.507904742,null,CYT
sp|P80317|TCPZ_MOUSE,T-complex protein 1 subunit zeta,2,2,7323.646629,5929.059032,1748.006739,6996.222315,9648.398722,11477.48371,10863.8092,26890.4911,0.090552765,0.073309475,0.021613119,0.086504348,0.119297015,0.141912621,0.134324881,0.332485775,COM,
sp|P97287|MCL1_MOUSE,Induced myeloid leukemia cell differentiation protein Mcl-1 homolog,2,2,22052.26875,33994.07101,6968.527087,47709.62447,40013.98088,28547.71428,9384.7741,7078.2984,0.112655695,0.173661301,0.035599251,0.243728251,0.204414469,0.145838173,0.047942833,0.036160027,XXX,
sp|P97300|NPTN_MOUSE,Neuroplastin (multiple isoforms),2,2,4561.120569,3032.404467,1217.72802,2835.470667,2354.809565,1703.954278,749.7239681,264.2573884,0.272802957,0.181369664,0.072832937,0.169590953,0.140842366,0.101914378,0.044841375,0.01580537,PLM,
sp|P97379|G3BP2_MOUSE,Ras GTPase-activating protein-binding protein 2 (multiple isoforms),2,2,9959.348738,12562.3127,3035.321122,25413.47751,27656.72291,41134.77147,85335.52769,15863.60079,0.045072864,0.056853055,0.013736904,0.115013364,0.125165584,0.18616297,0.386201618,0.071793642,null,
sp|P97496|SMRC1_MOUSE,SWI/SNF complex subunit SMARCC1 (multiple isoforms),2,2,9548.463511,7386.495651,4447.727508,10053.33659,13138.47188,150302.7859,107079.5964,19012.00374,0.029748876,0.023013121,0.013857192,0.031321842,0.040933787,0.468278374,0.333613639,0.059233168,null,
sp|P97930|KTHY_MOUSE,Thymidylate kinase (multiple isoforms),2,2,3156.144102,4359.741926,1138.889112,10461.69393,15325.5155,10677.34945,2841.834757,13985.91619,0.050949033,0.070378484,0.01838487,0.168881134,0.247396879,0.17236242,0.045875197,0.225771983,null,
sp|P98195|ATP9B_MOUSE,Probable phospholipid-transporting ATPase IIB (multiple isoforms),2,2,14383.83735,19173.12489,8308.070576,20113.18185,12143.92809,9491.404283,8103.060635,11478.50775,0.139384866,0.185794888,0.08050837,0.194904398,0.117679292,0.091975325,0.078521746,0.111231115,null,
sp|Q02819|NUCB1_MOUSE,Nucleobindin-1,2,2,27616.19342,27739.81137,9496.386381,41451.08648,30280.50126,22906.79627,8357.995529,76618.49652,0.11296479,0.113470452,0.038845227,0.169556796,0.123863213,0.093700873,0.034188608,0.313410042,GOL-CYT,
sp|Q03145|EPHA2_MOUSE,Ephrin type-A receptor 2,2,2,13490.06486,12775.12437,3810.048517,12474.48043,6805.310574,4066.50987,1320.109193,148.7665742,0.245763582,0.232738712,0.06941191,0.227261546,0.123979945,0.074084153,0.024049904,0.002710247,PLM,
sp|Q04736|YES_MOUSE,Tyrosine-protein kinase Yes,2,2,53294.59244,40550.723,4677.392202,24258.13096,12806.43764,5541.280641,1236.862744,1686.875754,0.369966978,0.281500013,0.032470098,0.168398087,0.088901309,0.038467146,0.008586206,0.011710162,PLM,
sp|Q08943|SSRP1_MOUSE,FACT complex subunit SSRP1 (multiple isoforms),2,2,47.42226188,137.2042529,0,73.26768697,269.7459338,1898.043411,687.0065635,1086.459944,0.0112933,0.032674291,0,0.017448218,0.064238222,0.45200657,0.1636061,0.258733298,NUC,
sp|Q2TBE6|P4K2A_MOUSE,Phosphatidylinositol 4-kinase type 2-alpha,2,2,19392.89308,27118.61036,4402.205245,22636.12368,8182.165544,3711.28188,1081.91242,539.6507487,0.222740804,0.311476015,0.050562375,0.259991552,0.093977836,0.042626642,0.012426513,0.006198262,null,
sp|Q3TDN2|FAF2_MOUSE,FAS-associated factor 2 (multiple isoforms),2,2,3948.201823,3966.620251,571.2631244,4870.450355,3504.13263,3937.550122,540.9173367,301.883646,0.182440659,0.183291748,0.026397237,0.225056421,0.161920868,0.18194846,0.024995003,0.013949604,ERT,
sp|Q3THK7|GUAA_MOUSE,GMP synthase [glutamine-hydrolyzing],2,2,409.0578552,474.2823594,136.6231401,453.8951387,452.4138608,1689.200876,1482.447433,8451.215565,0.030190696,0.03500462,0.010083531,0.033499932,0.033390605,0.124672219,0.109412689,0.623745708,null,
sp|Q3TLP5|ECHD2_MOUSE,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial (multiple isoforms)",2,2,5576.09514,5799.681131,3006.644651,19372.42,82549.22438,45063.09018,18831.41952,2783.793322,0.030473401,0.0316953,0.016431335,0.105870419,0.451132123,0.246270122,0.102913847,0.015213451,MIT,
sp|Q3U0V1|FUBP2_MOUSE,Far upstream element-binding protein 2,2,2,5309.100412,7343.659016,2410.731751,7921.866343,6826.129681,8655.0472,17177.67268,8103.143699,0.083283467,0.115199439,0.037816972,0.124269734,0.107080994,0.135771088,0.269464887,0.127113419,NUC-CYT,
